Date,Berth,DailyCapacity,CumulativeCapacity,CumulativeDemand,Balance
2025-04-20,Q1A,35000,3850000,1390449,2459551
2025-04-20,Q1B,35000,3850000,903310,2946690
2025-04-20,Q1C,23000,2530000,650736,1879264
2025-04-20,Q2A,47000,5170000,1667064,3502936
2025-04-20,Q2B,47000,5170000,1145690,4024310
2025-04-21,Q1A,35000,3885000,1390449,2494551
2025-04-21,Q1B,35000,3885000,903310,2981690
2025-04-21,Q1C,23000,2553000,650736,1902264
2025-04-21,Q2A,47000,5217000,1667064,3549936
2025-04-21,Q2B,47000,5217000,1145690,4071310
2025-04-22,Q1A,35000,3920000,1390449,2529551
2025-04-22,Q1B,35000,3920000,903310,3016690
2025-04-22,Q1C,23000,2576000,650736,1925264
2025-04-22,Q2A,47000,5264000,1667064,3596936
2025-04-22,Q2B,47000,5264000,1145690,4118310
2025-04-23,Q1A,35000,3955000,1390449,2564551
2025-04-23,Q1B,35000,3955000,903310,3051690
2025-04-23,Q1C,23000,2599000,650736,1948264
2025-04-23,Q2A,47000,5311000,1667064,3643936
2025-04-23,Q2B,47000,5311000,1145690,4165310
2025-04-24,Q1A,35000,3990000,1390449,2599551
2025-04-24,Q1B,35000,3990000,903310,3086690
2025-04-24,Q1C,23000,2622000,650736,1971264
2025-04-24,Q2A,47000,5358000,1667064,3690936
2025-04-24,Q2B,47000,5358000,1145690,4212310
2025-04-25,Q1A,35000,4025000,1390449,2634551
2025-04-25,Q1B,35000,4025000,923377,3101623
2025-04-25,Q1C,23000,2645000,666052,1978948
2025-04-25,Q2A,47000,5405000,1760720,3644280
2025-04-25,Q2B,47000,5405000,1182918,4222082
2025-04-26,Q1A,35000,4060000,1390449,2669551
2025-04-26,Q1B,35000,4060000,955362,3104638
2025-04-26,Q1C,23000,2668000,677292,1990708
2025-04-26,Q2A,47000,5452000,1760720,3691280
2025-04-26,Q2B,47000,5452000,1182918,4269082
2025-04-27,Q1A,35000,4095000,1487515,2607485
2025-04-27,Q1B,35000,4095000,955362,3139638
2025-04-27,Q1C,23000,2691000,692199,1998801
2025-04-27,Q2A,47000,5499000,1783984,3715016
2025-04-27,Q2B,47000,5499000,1220025,4278975
2025-04-28,Q1A,35000,4130000,1487515,2642485
2025-04-28,Q1B,35000,4130000,955362,3174638
2025-04-28,Q1C,23000,2714000,692199,2021801
2025-04-28,Q2A,47000,5546000,1783984,3762016
2025-04-28,Q2B,47000,5546000,1220025,4325975
2025-04-29,Q1A,35000,4165000,1487515,2677485
2025-04-29,Q1B,35000,4165000,955362,3209638
2025-04-29,Q1C,23000,2737000,692199,2044801
2025-04-29,Q2A,47000,5593000,1783984,3809016
2025-04-29,Q2B,47000,5593000,1220025,4372975
2025-04-30,Q1A,35000,4200000,1487515,2712485
2025-04-30,Q1B,35000,4200000,955362,3244638
2025-04-30,Q1C,23000,2760000,692199,2067801
2025-04-30,Q2A,47000,5640000,1783984,3856016
2025-04-30,Q2B,47000,5640000,1220025,4419975
2025-05-01,Q1A,35000,4235000,1516133,2718867
2025-05-01,Q1B,35000,4235000,977663,3257337
2025-05-01,Q1C,23000,2783000,692199,2090801
2025-05-01,Q2A,47000,5687000,1801159,3885841
2025-05-01,Q2B,47000,5687000,1220025,4466975
2025-05-02,Q1A,35000,4270000,1516133,2753867
2025-05-02,Q1B,35000,4270000,977663,3292337
2025-05-02,Q1C,23000,2806000,692199,2113801
2025-05-02,Q2A,47000,5734000,1801159,3932841
2025-05-02,Q2B,47000,5734000,1220025,4513975
2025-05-03,Q1A,35000,4305000,1516133,2788867
2025-05-03,Q1B,35000,4305000,977663,3327337
2025-05-03,Q1C,23000,2829000,692199,2136801
2025-05-03,Q2A,47000,5781000,1878043,3902957
2025-05-03,Q2B,47000,5781000,1280647,4500353
2025-05-04,Q1A,35000,4340000,1583892,2756108
2025-05-04,Q1B,35000,4340000,1019091,3320909
2025-05-04,Q1C,23000,2852000,733292,2118708
2025-05-04,Q2A,47000,5828000,1895173,3932827
2025-05-04,Q2B,47000,5828000,1290945,4537055
2025-05-05,Q1A,35000,4375000,1583892,2791108
2025-05-05,Q1B,35000,4375000,1019091,3355909
2025-05-05,Q1C,23000,2875000,733292,2141708
2025-05-05,Q2A,47000,5875000,1895173,3979827
2025-05-05,Q2B,47000,5875000,1290945,4584055
2025-05-06,Q1A,35000,4410000,1583892,2826108
2025-05-06,Q1B,35000,4410000,1019091,3390909
2025-05-06,Q1C,23000,2898000,733292,2164708
2025-05-06,Q2A,47000,5922000,1895173,4026827
2025-05-06,Q2B,47000,5922000,1290945,4631055
2025-05-07,Q1A,35000,4445000,1583892,2861108
2025-05-07,Q1B,35000,4445000,1019091,3425909
2025-05-07,Q1C,23000,2921000,733292,2187708
2025-05-07,Q2A,47000,5969000,1895173,4073827
2025-05-07,Q2B,47000,5969000,1290945,4678055
2025-05-08,Q1A,35000,4480000,1583892,2896108
2025-05-08,Q1B,35000,4480000,1019091,3460909
2025-05-08,Q1C,23000,2944000,733292,2210708
2025-05-08,Q2A,47000,6016000,1895173,4120827
2025-05-08,Q2B,47000,6016000,1290945,4725055
2025-05-09,Q1A,35000,4515000,1643445,2871555
2025-05-09,Q1B,35000,4515000,1019091,3495909
2025-05-09,Q1C,23000,2967000,733292,2233708
2025-05-09,Q2A,47000,6063000,1895173,4167827
2025-05-09,Q2B,47000,6063000,1290945,4772055
2025-05-10,Q1A,35000,4550000,1643445,2906555
2025-05-10,Q1B,35000,4550000,1021359,3528641
2025-05-10,Q1C,23000,2990000,744859,2245141
2025-05-10,Q2A,47000,6110000,1895173,4214827
2025-05-10,Q2B,47000,6110000,1290945,4819055
2025-05-11,Q1A,35000,4585000,1667395,2917605
2025-05-11,Q1B,35000,4585000,1080737,3504263
2025-05-11,Q1C,23000,3013000,773395,2239605
2025-05-11,Q2A,47000,6157000,1994343,4162657
2025-05-11,Q2B,47000,6157000,1371699,4785301
2025-05-12,Q1A,35000,4620000,1667395,2952605
2025-05-12,Q1B,35000,4620000,1080737,3539263
2025-05-12,Q1C,23000,3036000,773395,2262605
2025-05-12,Q2A,47000,6204000,1994343,4209657
2025-05-12,Q2B,47000,6204000,1371699,4832301
2025-05-13,Q1A,35000,4655000,1667395,2987605
2025-05-13,Q1B,35000,4655000,1080737,3574263
2025-05-13,Q1C,23000,3059000,773395,2285605
2025-05-13,Q2A,47000,6251000,1994343,4256657
2025-05-13,Q2B,47000,6251000,1371699,4879301
2025-05-14,Q1A,35000,4690000,1667395,3022605
2025-05-14,Q1B,35000,4690000,1080737,3609263
2025-05-14,Q1C,23000,3082000,773395,2308605
2025-05-14,Q2A,47000,6298000,1994343,4303657
2025-05-14,Q2B,47000,6298000,1371699,4926301
2025-05-15,Q1A,35000,4725000,1690179,3034821
2025-05-15,Q1B,35000,4725000,1080737,3644263
2025-05-15,Q1C,23000,3105000,773395,2331605
2025-05-15,Q2A,47000,6345000,1994343,4350657
2025-05-15,Q2B,47000,6345000,1371699,4973301
2025-05-16,Q1A,35000,4760000,1690179,3069821
2025-05-16,Q1B,35000,4760000,1080737,3679263
2025-05-16,Q1C,23000,3128000,784073,2343927
2025-05-16,Q2A,47000,6392000,1994343,4397657
2025-05-16,Q2B,47000,6392000,1371699,5020301
2025-05-17,Q1A,35000,4795000,1737273,3057727
2025-05-17,Q1B,35000,4795000,1133420,3661580
2025-05-17,Q1C,23000,3151000,784073,2366927
2025-05-17,Q2A,47000,6439000,2032294,4406706
2025-05-17,Q2B,47000,6439000,1381602,5057398
2025-05-18,Q1A,35000,4830000,1758235,3071765
2025-05-18,Q1B,35000,4830000,1135699,3694301
2025-05-18,Q1C,23000,3174000,818489,2355511
2025-05-18,Q2A,47000,6486000,2105073,4380927
2025-05-18,Q2B,47000,6486000,1453336,5032664
2025-05-19,Q1A,35000,4865000,1758235,3106765
2025-05-19,Q1B,35000,4865000,1135699,3729301
2025-05-19,Q1C,23000,3197000,818489,2378511
2025-05-19,Q2A,47000,6533000,2105073,4427927
2025-05-19,Q2B,47000,6533000,1453336,5079664
2025-05-20,Q1A,35000,4900000,1758235,3141765
2025-05-20,Q1B,35000,4900000,1135699,3764301
2025-05-20,Q1C,23000,3220000,818489,2401511
2025-05-20,Q2A,47000,6580000,2105073,4474927
2025-05-20,Q2B,47000,6580000,1453336,5126664
2025-05-21,Q1A,35000,4935000,1758235,3176765
2025-05-21,Q1B,35000,4935000,1135699,3799301
2025-05-21,Q1C,23000,3243000,818489,2424511
2025-05-21,Q2A,47000,6627000,2105073,4521927
2025-05-21,Q2B,47000,6627000,1453336,5173664
2025-05-22,Q1A,35000,4970000,1758235,3211765
2025-05-22,Q1B,35000,4970000,1135699,3834301
2025-05-22,Q1C,23000,3266000,818489,2447511
2025-05-22,Q2A,47000,6674000,2105073,4568927
2025-05-22,Q2B,47000,6674000,1453336,5220664
2025-05-23,Q1A,35000,5005000,1784801,3220199
2025-05-23,Q1B,35000,5005000,1135699,3869301
2025-05-23,Q1C,23000,3289000,818489,2470511
2025-05-23,Q2A,47000,6721000,2122745,4598255
2025-05-23,Q2B,47000,6721000,1453336,5267664
2025-05-24,Q1A,35000,5040000,1832500,3207500
2025-05-24,Q1B,35000,5040000,1199258,3840742
2025-05-24,Q1C,23000,3312000,845581,2466419
2025-05-24,Q2A,47000,6768000,2122745,4645255
2025-05-24,Q2B,47000,6768000,1524503,5243497
2025-05-25,Q1A,35000,5075000,1847068,3227932
2025-05-25,Q1B,35000,5075000,1199258,3875742
2025-05-25,Q1C,23000,3335000,865048,2469952
2025-05-25,Q2A,47000,6815000,2218388,4596612
2025-05-25,Q2B,47000,6815000,1528511,5286489
2025-05-26,Q1A,35000,5110000,1847068,3262932
2025-05-26,Q1B,35000,5110000,1199258,3910742
2025-05-26,Q1C,23000,3358000,865048,2492952
2025-05-26,Q2A,47000,6862000,2218388,4643612
2025-05-26,Q2B,47000,6862000,1528511,5333489
2025-05-27,Q1A,35000,5145000,1847068,3297932
2025-05-27,Q1B,35000,5145000,1199258,3945742
2025-05-27,Q1C,23000,3381000,865048,2515952
2025-05-27,Q2A,47000,6909000,2218388,4690612
2025-05-27,Q2B,47000,6909000,1528511,5380489
2025-05-28,Q1A,35000,5180000,1847068,3332932
2025-05-28,Q1B,35000,5180000,1199258,3980742
2025-05-28,Q1C,23000,3404000,865048,2538952
2025-05-28,Q2A,47000,6956000,2218388,4737612
2025-05-28,Q2B,47000,6956000,1528511,5427489
2025-05-29,Q1A,35000,5215000,1863552,3351448
2025-05-29,Q1B,35000,5215000,1199258,4015742
2025-05-29,Q1C,23000,3427000,865048,2561952
2025-05-29,Q2A,47000,7003000,2218388,4784612
2025-05-29,Q2B,47000,7003000,1528511,5474489
2025-05-30,Q1A,35000,5250000,1863552,3386448
2025-05-30,Q1B,35000,5250000,1199258,4050742
2025-05-30,Q1C,23000,3450000,865048,2584952
2025-05-30,Q2A,47000,7050000,2261120,4788880
2025-05-30,Q2B,47000,7050000,1533205,5516795
2025-05-31,Q1A,35000,5285000,1886242,3398758
2025-05-31,Q1B,35000,5285000,1199258,4085742
2025-05-31,Q1C,23000,3473000,890863,2582137
2025-05-31,Q2A,47000,7097000,2315278,4781722
2025-05-31,Q2B,47000,7097000,1575629,5521371
2025-06-01,Q1A,35000,5320000,1937922,3382078
2025-06-01,Q1B,35000,5320000,1252535,4067465
2025-06-01,Q1C,23000,3496000,908778,2587222
2025-06-01,Q2A,47000,7144000,2315278,4828722
2025-06-01,Q2B,47000,7144000,1606426,5537574
2025-06-02,Q1A,35000,5355000,1937922,3417078
2025-06-02,Q1B,35000,5355000,1252535,4102465
2025-06-02,Q1C,23000,3519000,908778,2610222
2025-06-02,Q2A,47000,7191000,2315278,4875722
2025-06-02,Q2B,47000,7191000,1606426,5584574
2025-06-03,Q1A,35000,5390000,1937922,3452078
2025-06-03,Q1B,35000,5390000,1252535,4137465
2025-06-03,Q1C,23000,3542000,908778,2633222
2025-06-03,Q2A,47000,7238000,2315278,4922722
2025-06-03,Q2B,47000,7238000,1606426,5631574
2025-06-04,Q1A,35000,5425000,1937922,3487078
2025-06-04,Q1B,35000,5425000,1252535,4172465
2025-06-04,Q1C,23000,3565000,908778,2656222
2025-06-04,Q2A,47000,7285000,2315278,4969722
2025-06-04,Q2B,47000,7285000,1606426,5678574
2025-06-05,Q1A,35000,5460000,1937922,3522078
2025-06-05,Q1B,35000,5460000,1252535,4207465
2025-06-05,Q1C,23000,3588000,908778,2679222
2025-06-05,Q2A,47000,7332000,2352195,4979805
2025-06-05,Q2B,47000,7332000,1606426,5725574
2025-06-06,Q1A,35000,5495000,1937922,3557078
2025-06-06,Q1B,35000,5495000,1252535,4242465
2025-06-06,Q1C,23000,3611000,908778,2702222
2025-06-06,Q2A,47000,7379000,2352195,5026805
2025-06-06,Q2B,47000,7379000,1606426,5772574
2025-06-07,Q1A,35000,5530000,1987662,3542338
2025-06-07,Q1B,35000,5530000,1278399,4251601
2025-06-07,Q1C,23000,3634000,908778,2725222
2025-06-07,Q2A,47000,7426000,2352195,5073805
2025-06-07,Q2B,47000,7426000,1606426,5819574
2025-06-08,Q1A,35000,5565000,2025892,3539108
2025-06-08,Q1B,35000,5565000,1309762,4255238
2025-06-08,Q1C,23000,3657000,950996,2706004
2025-06-08,Q2A,47000,7473000,2418601,5054399
2025-06-08,Q2B,47000,7473000,1682644,5790356
2025-06-09,Q1A,35000,5600000,2025892,3574108
2025-06-09,Q1B,35000,5600000,1309762,4290238
2025-06-09,Q1C,23000,3680000,950996,2729004
2025-06-09,Q2A,47000,7520000,2418601,5101399
2025-06-09,Q2B,47000,7520000,1682644,5837356
2025-06-10,Q1A,35000,5635000,2025892,3609108
2025-06-10,Q1B,35000,5635000,1309762,4325238
2025-06-10,Q1C,23000,3703000,950996,2752004
2025-06-10,Q2A,47000,7567000,2418601,5148399
2025-06-10,Q2B,47000,7567000,1682644,5884356
2025-06-11,Q1A,35000,5670000,2025892,3644108
2025-06-11,Q1B,35000,5670000,1309762,4360238
2025-06-11,Q1C,23000,3726000,950996,2775004
2025-06-11,Q2A,47000,7614000,2418601,5195399
2025-06-11,Q2B,47000,7614000,1682644,5931356
2025-06-12,Q1A,35000,5705000,2025892,3679108
2025-06-12,Q1B,35000,5705000,1309762,4395238
2025-06-12,Q1C,23000,3749000,950996,2798004
2025-06-12,Q2A,47000,7661000,2418601,5242399
2025-06-12,Q2B,47000,7661000,1682644,5978356
2025-06-13,Q1A,35000,5740000,2025892,3714108
2025-06-13,Q1B,35000,5740000,1309762,4430238
2025-06-13,Q1C,23000,3772000,950996,2821004
2025-06-13,Q2A,47000,7708000,2451544,5256456
2025-06-13,Q2B,47000,7708000,1682644,6025356
2025-06-14,Q1A,35000,5775000,2025892,3749108
2025-06-14,Q1B,35000,5775000,1309762,4465238
2025-06-14,Q1C,23000,3795000,950996,2844004
2025-06-14,Q2A,47000,7755000,2485075,5269925
2025-06-14,Q2B,47000,7755000,1753184,6001816
2025-06-15,Q1A,35000,5810000,2108516,3701484
2025-06-15,Q1B,35000,5810000,1369336,4440664
2025-06-15,Q1C,23000,3818000,995417,2822583
2025-06-15,Q2A,47000,7802000,2522018,5279982
2025-06-15,Q2B,47000,7802000,1763351,6038649
2025-06-16,Q1A,35000,5845000,2108516,3736484
2025-06-16,Q1B,35000,5845000,1369336,4475664
2025-06-16,Q1C,23000,3841000,995417,2845583
2025-06-16,Q2A,47000,7849000,2522018,5326982
2025-06-16,Q2B,47000,7849000,1763351,6085649
2025-06-17,Q1A,35000,5880000,2108516,3771484
2025-06-17,Q1B,35000,5880000,1369336,4510664
2025-06-17,Q1C,23000,3864000,995417,2868583
2025-06-17,Q2A,47000,7896000,2522018,5373982
2025-06-17,Q2B,47000,7896000,1763351,6132649
2025-06-18,Q1A,35000,5915000,2108516,3806484
2025-06-18,Q1B,35000,5915000,1369336,4545664
2025-06-18,Q1C,23000,3887000,995417,2891583
2025-06-18,Q2A,47000,7943000,2522018,5420982
2025-06-18,Q2B,47000,7943000,1763351,6179649
2025-06-19,Q1A,35000,5950000,2108516,3841484
2025-06-19,Q1B,35000,5950000,1431004,4518996
2025-06-19,Q1C,23000,3910000,995417,2914583
2025-06-19,Q2A,47000,7990000,2522018,5467982
2025-06-19,Q2B,47000,7990000,1763351,6226649
2025-06-20,Q1A,35000,5985000,2108516,3876484
2025-06-20,Q1B,35000,5985000,1431004,4553996
2025-06-20,Q1C,23000,3933000,995417,2937583
2025-06-20,Q2A,47000,8037000,2522018,5514982
2025-06-20,Q2B,47000,8037000,1763351,6273649
2025-06-21,Q1A,35000,6020000,2108516,3911484
2025-06-21,Q1B,35000,6020000,1433505,4586495
2025-06-21,Q1C,23000,3956000,1025785,2930215
2025-06-21,Q2A,47000,8084000,2543232,5540768
2025-06-21,Q2B,47000,8084000,1797777,6286223
2025-06-22,Q1A,35000,6055000,2186430,3868570
2025-06-22,Q1B,35000,6055000,1433505,4621495
2025-06-22,Q1C,23000,3979000,1038269,2940731
2025-06-22,Q2A,47000,8131000,2622731,5508269
2025-06-22,Q2B,47000,8131000,1832750,6298250
2025-06-23,Q1A,35000,6090000,2186430,3903570
2025-06-23,Q1B,35000,6090000,1433505,4656495
2025-06-23,Q1C,23000,4002000,1038269,2963731
2025-06-23,Q2A,47000,8178000,2622731,5555269
2025-06-23,Q2B,47000,8178000,1832750,6345250
2025-06-24,Q1A,35000,6125000,2186430,3938570
2025-06-24,Q1B,35000,6125000,1433505,4691495
2025-06-24,Q1C,23000,4025000,1038269,2986731
2025-06-24,Q2A,47000,8225000,2622731,5602269
2025-06-24,Q2B,47000,8225000,1832750,6392250
2025-06-25,Q1A,35000,6160000,2186430,3973570
2025-06-25,Q1B,35000,6160000,1433505,4726495
2025-06-25,Q1C,23000,4048000,1038269,3009731
2025-06-25,Q2A,47000,8272000,2622731,5649269
2025-06-25,Q2B,47000,8272000,1832750,6439250
2025-06-26,Q1A,35000,6195000,2186430,4008570
2025-06-26,Q1B,35000,6195000,1433505,4761495
2025-06-26,Q1C,23000,4071000,1038269,3032731
2025-06-26,Q2A,47000,8319000,2622731,5696269
2025-06-26,Q2B,47000,8319000,1832750,6486250
2025-06-27,Q1A,35000,6230000,2213975,4016025
2025-06-27,Q1B,35000,6230000,1433505,4796495
2025-06-27,Q1C,23000,4094000,1038269,3055731
2025-06-27,Q2A,47000,8366000,2622731,5743269
2025-06-27,Q2B,47000,8366000,1842836,6523164
2025-06-28,Q1A,35000,6265000,2213975,4051025
2025-06-28,Q1B,35000,6265000,1435665,4829335
2025-06-28,Q1C,23000,4117000,1038269,3078731
2025-06-28,Q2A,47000,8413000,2727905,5685095
2025-06-28,Q2B,47000,8413000,1842836,6570164
2025-06-29,Q1A,35000,6300000,2273448,4026552
2025-06-29,Q1B,35000,6300000,1491829,4808171
2025-06-29,Q1C,23000,4140000,1077749,3062251
2025-06-29,Q2A,47000,8460000,2727905,5732095
2025-06-29,Q2B,47000,8460000,1908608,6551392
2025-06-30,Q1A,35000,6335000,2273448,4061552
2025-06-30,Q1B,35000,6335000,1491829,4843171
2025-06-30,Q1C,23000,4163000,1077749,3085251
2025-06-30,Q2A,47000,8507000,2727905,5779095
2025-06-30,Q2B,47000,8507000,1908608,6598392
2025-07-01,Q1A,35000,6370000,2273448,4096552
2025-07-01,Q1B,35000,6370000,1491829,4878171
2025-07-01,Q1C,23000,4186000,1077749,3108251
2025-07-01,Q2A,47000,8554000,2727905,5826095
2025-07-01,Q2B,47000,8554000,1908608,6645392
2025-07-02,Q1A,35000,6405000,2273448,4131552
2025-07-02,Q1B,35000,6405000,1491829,4913171
2025-07-02,Q1C,23000,4209000,1077749,3131251
2025-07-02,Q2A,47000,8601000,2727905,5873095
2025-07-02,Q2B,47000,8601000,1908608,6692392
2025-07-03,Q1A,35000,6440000,2273448,4166552
2025-07-03,Q1B,35000,6440000,1491829,4948171
2025-07-03,Q1C,23000,4232000,1077749,3154251
2025-07-03,Q2A,47000,8648000,2727905,5920095
2025-07-03,Q2B,47000,8648000,1908608,6739392
2025-07-04,Q1A,35000,6475000,2273448,4201552
2025-07-04,Q1B,35000,6475000,1494151,4980849
2025-07-04,Q1C,23000,4255000,1077749,3177251
2025-07-04,Q2A,47000,8695000,2727905,5967095
2025-07-04,Q2B,47000,8695000,1908608,6786392
2025-07-05,Q1A,35000,6510000,2318587,4191413
2025-07-05,Q1B,35000,6510000,1494151,5015849
2025-07-05,Q1C,23000,4278000,1077749,3200251
2025-07-05,Q2A,47000,8742000,2759319,5982681
2025-07-05,Q2B,47000,8742000,1968277,6773723
2025-07-06,Q1A,35000,6545000,2362505,4182495
2025-07-06,Q1B,35000,6545000,1541854,5003146
2025-07-06,Q1C,23000,4301000,1119102,3181898
2025-07-06,Q2A,47000,8789000,2827033,5961967
2025-07-06,Q2B,47000,8789000,1977670,6811330
2025-07-07,Q1A,35000,6580000,2362505,4217495
2025-07-07,Q1B,35000,6580000,1541854,5038146
2025-07-07,Q1C,23000,4324000,1119102,3204898
2025-07-07,Q2A,47000,8836000,2827033,6008967
2025-07-07,Q2B,47000,8836000,1977670,6858330
2025-07-08,Q1A,35000,6615000,2362505,4252495
2025-07-08,Q1B,35000,6615000,1541854,5073146
2025-07-08,Q1C,23000,4347000,1119102,3227898
2025-07-08,Q2A,47000,8883000,2827033,6055967
2025-07-08,Q2B,47000,8883000,1977670,6905330
2025-07-09,Q1A,35000,6650000,2362505,4287495
2025-07-09,Q1B,35000,6650000,1541854,5108146
2025-07-09,Q1C,23000,4370000,1119102,3250898
2025-07-09,Q2A,47000,8930000,2827033,6102967
2025-07-09,Q2B,47000,8930000,1977670,6952330
2025-07-10,Q1A,35000,6685000,2362505,4322495
2025-07-10,Q1B,35000,6685000,1541854,5143146
2025-07-10,Q1C,23000,4393000,1119102,3273898
2025-07-10,Q2A,47000,8977000,2846098,6130902
2025-07-10,Q2B,47000,8977000,1977670,6999330
2025-07-11,Q1A,35000,6720000,2380873,4339127
2025-07-11,Q1B,35000,6720000,1596974,5123026
2025-07-11,Q1C,23000,4416000,1129885,3286115
2025-07-11,Q2A,47000,9024000,2923758,6100242
2025-07-11,Q2B,47000,9024000,1977670,7046330
2025-07-12,Q1A,35000,6755000,2399890,4355110
2025-07-12,Q1B,35000,6755000,1596974,5158026
2025-07-12,Q1C,23000,4439000,1129885,3309115
2025-07-12,Q2A,47000,9071000,2923758,6147242
2025-07-12,Q2B,47000,9071000,1982785,7088215
2025-07-13,Q1A,35000,6790000,2442030,4347970
2025-07-13,Q1B,35000,6790000,1599224,5190776
2025-07-13,Q1C,23000,4462000,1157310,3304690
2025-07-13,Q2A,47000,9118000,2923758,6194242
2025-07-13,Q2B,47000,9118000,2049387,7068613
2025-07-14,Q1A,35000,6825000,2442030,4382970
2025-07-14,Q1B,35000,6825000,1599224,5225776
2025-07-14,Q1C,23000,4485000,1157310,3327690
2025-07-14,Q2A,47000,9165000,2923758,6241242
2025-07-14,Q2B,47000,9165000,2049387,7115613
2025-07-15,Q1A,35000,6860000,2442030,4417970
2025-07-15,Q1B,35000,6860000,1599224,5260776
2025-07-15,Q1C,23000,4508000,1157310,3350690
2025-07-15,Q2A,47000,9212000,2923758,6288242
2025-07-15,Q2B,47000,9212000,2049387,7162613
2025-07-16,Q1A,35000,6895000,2442030,4452970
2025-07-16,Q1B,35000,6895000,1599224,5295776
2025-07-16,Q1C,23000,4531000,1157310,3373690
2025-07-16,Q2A,47000,9259000,2923758,6335242
2025-07-16,Q2B,47000,9259000,2049387,7209613
2025-07-17,Q1A,35000,6930000,2442030,4487970
2025-07-17,Q1B,35000,6930000,1630094,5299906
2025-07-17,Q1C,23000,4554000,1162624,3391376
2025-07-17,Q2A,47000,9306000,2959793,6346207
2025-07-17,Q2B,47000,9306000,2049387,7256613
2025-07-18,Q1A,35000,6965000,2442030,4522970
2025-07-18,Q1B,35000,6965000,1630094,5334906
2025-07-18,Q1C,23000,4577000,1162624,3414376
2025-07-18,Q2A,47000,9353000,2959793,6393207
2025-07-18,Q2B,47000,9353000,2049387,7303613
2025-07-19,Q1A,35000,7000000,2442030,4557970
2025-07-19,Q1B,35000,7000000,1630094,5369906
2025-07-19,Q1C,23000,4600000,1162624,3437376
2025-07-19,Q2A,47000,9400000,2959793,6440207
2025-07-19,Q2B,47000,9400000,2109323,7290677
2025-07-20,Q1A,35000,7035000,2525402,4509598
2025-07-20,Q1B,35000,7035000,1649195,5385805
2025-07-20,Q1C,23000,4623000,1197622,3425378
2025-07-20,Q2A,47000,9447000,3020837,6426163
2025-07-20,Q2B,47000,9447000,2119050,7327950
2025-07-21,Q1A,35000,7070000,2525402,4544598
2025-07-21,Q1B,35000,7070000,1649195,5420805
2025-07-21,Q1C,23000,4646000,1197622,3448378
2025-07-21,Q2A,47000,9494000,3020837,6473163
2025-07-21,Q2B,47000,9494000,2119050,7374950
2025-07-22,Q1A,35000,7105000,2525402,4579598
2025-07-22,Q1B,35000,7105000,1649195,5455805
2025-07-22,Q1C,23000,4669000,1197622,3471378
2025-07-22,Q2A,47000,9541000,3020837,6520163
2025-07-22,Q2B,47000,9541000,2119050,7421950
2025-07-23,Q1A,35000,7140000,2525402,4614598
2025-07-23,Q1B,35000,7140000,1649195,5490805
2025-07-23,Q1C,23000,4692000,1197622,3494378
2025-07-23,Q2A,47000,9588000,3020837,6567163
2025-07-23,Q2B,47000,9588000,2119050,7468950
2025-07-24,Q1A,35000,7175000,2544170,4630830
2025-07-24,Q1B,35000,7175000,1649195,5525805
2025-07-24,Q1C,23000,4715000,1197622,3517378
2025-07-24,Q2A,47000,9635000,3020837,6614163
2025-07-24,Q2B,47000,9635000,2119050,7515950
2025-07-25,Q1A,35000,7210000,2544170,4665830
2025-07-25,Q1B,35000,7210000,1696487,5513513
2025-07-25,Q1C,23000,4738000,1197622,3540378
2025-07-25,Q2A,47000,9682000,3051052,6630948
2025-07-25,Q2B,47000,9682000,2119050,7562950
2025-07-26,Q1A,35000,7245000,2569901,4675099
2025-07-26,Q1B,35000,7245000,1696487,5548513
2025-07-26,Q1C,23000,4761000,1209609,3551391
2025-07-26,Q2A,47000,9729000,3078629,6650371
2025-07-26,Q2B,47000,9729000,2123823,7605177
2025-07-27,Q1A,35000,7280000,2603971,4676029
2025-07-27,Q1B,35000,7280000,1698854,5581146
2025-07-27,Q1C,23000,4784000,1236349,3547651
2025-07-27,Q2A,47000,9776000,3111825,6664175
2025-07-27,Q2B,47000,9776000,2188541,7587459
2025-07-28,Q1A,35000,7315000,2603971,4711029
2025-07-28,Q1B,35000,7315000,1698854,5616146
2025-07-28,Q1C,23000,4807000,1236349,3570651
2025-07-28,Q2A,47000,9823000,3111825,6711175
2025-07-28,Q2B,47000,9823000,2188541,7634459
2025-07-29,Q1A,35000,7350000,2603971,4746029
2025-07-29,Q1B,35000,7350000,1698854,5651146
2025-07-29,Q1C,23000,4830000,1236349,3593651
2025-07-29,Q2A,47000,9870000,3111825,6758175
2025-07-29,Q2B,47000,9870000,2188541,7681459
2025-07-30,Q1A,35000,7385000,2603971,4781029
2025-07-30,Q1B,35000,7385000,1698854,5686146
2025-07-30,Q1C,23000,4853000,1236349,3616651
2025-07-30,Q2A,47000,9917000,3111825,6805175
2025-07-30,Q2B,47000,9917000,2188541,7728459
2025-07-31,Q1A,35000,7420000,2603971,4816029
2025-07-31,Q1B,35000,7420000,1749862,5670138
2025-07-31,Q1C,23000,4876000,1236349,3639651
2025-07-31,Q2A,47000,9964000,3111825,6852175
2025-07-31,Q2B,47000,9964000,2188541,7775459
2025-08-01,Q1A,35000,7455000,2622134,4832866
2025-08-01,Q1B,35000,7455000,1749862,5705138
2025-08-01,Q1C,23000,4899000,1250338,3648662
2025-08-01,Q2A,47000,10011000,3111825,6899175
