Date,Factory,Product,Production
2025-03-09,Factory_4,Product_8,718
2025-03-09,Factory_5,Product_10,619
2025-03-09,Factory_5,Product_9,157
2025-03-10,Factory_1,Product_1,9543
2025-03-10,Factory_1,Product_2,11816
2025-03-10,Factory_2,Product_3,651
2025-03-10,Factory_2,Product_4,12161
2025-03-10,Factory_3,Product_5,7580
2025-03-10,Factory_3,Product_6,3409
2025-03-10,Factory_4,Product_7,8127
2025-03-10,Factory_4,Product_8,16277
2025-03-10,Factory_5,Product_10,14985
2025-03-10,Factory_5,Product_9,2138
2025-03-11,Factory_1,Product_1,10317
2025-03-11,Factory_1,Product_2,10794
2025-03-11,Factory_2,Product_3,637
2025-03-11,Factory_2,Product_4,10652
2025-03-11,Factory_3,Product_5,4989
2025-03-11,Factory_3,Product_6,3729
2025-03-11,Factory_4,Product_7,8487
2025-03-11,Factory_4,Product_8,16613
2025-03-11,Factory_5,Product_10,14508
2025-03-11,Factory_5,Product_9,2042
2025-03-12,Factory_1,Product_1,8755
2025-03-12,Factory_1,Product_2,11664
2025-03-12,Factory_2,Product_3,536
2025-03-12,Factory_2,Product_4,9192
2025-03-12,Factory_3,Product_5,6487
2025-03-12,Factory_3,Product_6,4724
2025-03-12,Factory_4,Product_7,8286
2025-03-12,Factory_4,Product_8,13974
2025-03-12,Factory_5,Product_10,9678
2025-03-12,Factory_5,Product_9,1889
2025-03-13,Factory_1,Product_1,9582
2025-03-13,Factory_1,Product_2,11726
2025-03-13,Factory_2,Product_3,445
2025-03-13,Factory_2,Product_4,12659
2025-03-13,Factory_3,Product_5,4358
2025-03-13,Factory_3,Product_6,4440
2025-03-13,Factory_4,Product_7,7353
2025-03-13,Factory_4,Product_8,16273
2025-03-13,Factory_5,Product_10,15121
2025-03-13,Factory_5,Product_9,3117
2025-03-14,Factory_1,Product_1,10243
2025-03-14,Factory_1,Product_2,13332
2025-03-14,Factory_2,Product_3,521
2025-03-14,Factory_2,Product_4,10962
2025-03-14,Factory_3,Product_5,5023
2025-03-14,Factory_3,Product_6,3995
2025-03-14,Factory_4,Product_7,5496
2025-03-14,Factory_4,Product_8,16432
2025-03-14,Factory_5,Product_10,12614
2025-03-14,Factory_5,Product_9,2595
2025-03-15,Factory_1,Product_1,447
2025-03-15,Factory_1,Product_2,528
2025-03-15,Factory_2,Product_3,28
2025-03-15,Factory_2,Product_4,637
2025-03-15,Factory_3,Product_5,358
2025-03-15,Factory_3,Product_6,223
2025-03-15,Factory_4,Product_7,354
2025-03-15,Factory_4,Product_8,962
2025-03-15,Factory_5,Product_10,787
2025-03-15,Factory_5,Product_9,110
2025-03-16,Factory_1,Product_1,501
2025-03-16,Factory_1,Product_2,434
2025-03-16,Factory_2,Product_3,27
2025-03-16,Factory_2,Product_4,490
2025-03-16,Factory_3,Product_5,281
2025-03-16,Factory_3,Product_6,168
2025-03-16,Factory_4,Product_7,404
2025-03-16,Factory_4,Product_8,971
2025-03-16,Factory_5,Product_10,592
2025-03-16,Factory_5,Product_9,137
2025-03-17,Factory_1,Product_1,8447
2025-03-17,Factory_1,Product_2,12928
2025-03-17,Factory_2,Product_3,501
2025-03-17,Factory_2,Product_4,11434
2025-03-17,Factory_3,Product_5,6582
2025-03-17,Factory_3,Product_6,4100
2025-03-17,Factory_4,Product_7,6367
2025-03-17,Factory_4,Product_8,15630
2025-03-17,Factory_5,Product_10,14742
2025-03-17,Factory_5,Product_9,2553
2025-03-18,Factory_1,Product_1,8871
2025-03-18,Factory_1,Product_2,10594
2025-03-18,Factory_2,Product_3,569
2025-03-18,Factory_2,Product_4,13203
2025-03-18,Factory_3,Product_5,6056
2025-03-18,Factory_3,Product_6,4172
2025-03-18,Factory_4,Product_7,8336
2025-03-18,Factory_4,Product_8,15921
2025-03-18,Factory_5,Product_10,14058
2025-03-18,Factory_5,Product_9,2998
2025-03-19,Factory_1,Product_1,8848
2025-03-19,Factory_1,Product_2,13018
2025-03-19,Factory_2,Product_3,507
2025-03-19,Factory_2,Product_4,13630
2025-03-19,Factory_3,Product_5,5759
2025-03-19,Factory_3,Product_6,3796
2025-03-19,Factory_4,Product_7,8656
2025-03-19,Factory_4,Product_8,18095
2025-03-19,Factory_5,Product_10,15355
2025-03-19,Factory_5,Product_9,1778
2025-03-20,Factory_1,Product_1,7705
2025-03-20,Factory_1,Product_2,11799
2025-03-20,Factory_2,Product_3,497
2025-03-20,Factory_2,Product_4,13734
2025-03-20,Factory_3,Product_5,7050
2025-03-20,Factory_3,Product_6,4352
2025-03-20,Factory_4,Product_7,7766
2025-03-20,Factory_4,Product_8,15016
2025-03-20,Factory_5,Product_10,14968
2025-03-20,Factory_5,Product_9,2225
2025-03-21,Factory_1,Product_1,10078
2025-03-21,Factory_1,Product_2,10941
2025-03-21,Factory_2,Product_3,575
2025-03-21,Factory_2,Product_4,10368
2025-03-21,Factory_3,Product_5,5647
2025-03-21,Factory_3,Product_6,3608
2025-03-21,Factory_4,Product_7,4120
2025-03-21,Factory_4,Product_8,17921
2025-03-21,Factory_5,Product_10,14136
2025-03-21,Factory_5,Product_9,2157
2025-03-22,Factory_1,Product_1,437
2025-03-22,Factory_1,Product_2,587
2025-03-22,Factory_2,Product_3,26
2025-03-22,Factory_2,Product_4,730
2025-03-22,Factory_3,Product_5,215
2025-03-22,Factory_3,Product_6,220
2025-03-22,Factory_4,Product_7,308
2025-03-22,Factory_4,Product_8,813
2025-03-22,Factory_5,Product_10,566
2025-03-22,Factory_5,Product_9,82
2025-03-23,Factory_1,Product_1,471
2025-03-23,Factory_1,Product_2,722
2025-03-23,Factory_2,Product_3,28
2025-03-23,Factory_2,Product_4,569
2025-03-23,Factory_3,Product_5,258
2025-03-23,Factory_3,Product_6,221
2025-03-23,Factory_4,Product_7,489
2025-03-23,Factory_4,Product_8,704
2025-03-23,Factory_5,Product_10,572
2025-03-23,Factory_5,Product_9,134
2025-03-24,Factory_1,Product_1,10078
2025-03-24,Factory_1,Product_2,14651
2025-03-24,Factory_2,Product_3,572
2025-03-24,Factory_2,Product_4,14169
2025-03-24,Factory_3,Product_5,6344
2025-03-24,Factory_3,Product_6,2300
2025-03-24,Factory_4,Product_7,7005
2025-03-24,Factory_4,Product_8,14116
2025-03-24,Factory_5,Product_10,13422
2025-03-24,Factory_5,Product_9,2225
2025-03-25,Factory_1,Product_1,10032
2025-03-25,Factory_1,Product_2,11289
2025-03-25,Factory_2,Product_3,456
2025-03-25,Factory_2,Product_4,12923
2025-03-25,Factory_3,Product_5,6209
2025-03-25,Factory_3,Product_6,4821
2025-03-25,Factory_4,Product_7,5360
2025-03-25,Factory_4,Product_8,20063
2025-03-25,Factory_5,Product_10,14696
2025-03-25,Factory_5,Product_9,2577
2025-03-26,Factory_1,Product_1,10343
2025-03-26,Factory_1,Product_2,11444
2025-03-26,Factory_2,Product_3,510
2025-03-26,Factory_2,Product_4,10274
2025-03-26,Factory_3,Product_5,4484
2025-03-26,Factory_3,Product_6,2221
2025-03-26,Factory_4,Product_7,9048
2025-03-26,Factory_4,Product_8,16101
2025-03-26,Factory_5,Product_10,13375
2025-03-26,Factory_5,Product_9,3142
2025-03-27,Factory_1,Product_1,9267
2025-03-27,Factory_1,Product_2,12982
2025-03-27,Factory_2,Product_3,668
2025-03-27,Factory_2,Product_4,12335
2025-03-27,Factory_3,Product_5,5226
2025-03-27,Factory_3,Product_6,3714
2025-03-27,Factory_4,Product_7,7650
2025-03-27,Factory_4,Product_8,20549
2025-03-27,Factory_5,Product_10,16101
2025-03-27,Factory_5,Product_9,2198
2025-03-28,Factory_1,Product_1,8810
2025-03-28,Factory_1,Product_2,9761
2025-03-28,Factory_2,Product_3,454
2025-03-28,Factory_2,Product_4,13661
2025-03-28,Factory_3,Product_5,5353
2025-03-28,Factory_3,Product_6,4722
2025-03-28,Factory_4,Product_7,8902
2025-03-28,Factory_4,Product_8,15223
2025-03-28,Factory_5,Product_10,14106
2025-03-28,Factory_5,Product_9,2175
2025-03-29,Factory_1,Product_1,465
2025-03-29,Factory_1,Product_2,587
2025-03-29,Factory_2,Product_3,19
2025-03-29,Factory_2,Product_4,707
2025-03-29,Factory_3,Product_5,277
2025-03-29,Factory_3,Product_6,195
2025-03-29,Factory_4,Product_7,398
2025-03-29,Factory_4,Product_8,861
2025-03-29,Factory_5,Product_10,630
2025-03-29,Factory_5,Product_9,118
2025-03-30,Factory_1,Product_1,351
2025-03-30,Factory_1,Product_2,557
2025-03-30,Factory_2,Product_3,20
2025-03-30,Factory_2,Product_4,634
2025-03-30,Factory_3,Product_5,233
2025-03-30,Factory_3,Product_6,160
2025-03-30,Factory_4,Product_7,408
2025-03-30,Factory_4,Product_8,1121
2025-03-30,Factory_5,Product_10,706
2025-03-30,Factory_5,Product_9,133
2025-03-31,Factory_1,Product_1,7368
2025-03-31,Factory_1,Product_2,11709
2025-03-31,Factory_2,Product_3,552
2025-03-31,Factory_2,Product_4,15931
2025-03-31,Factory_3,Product_5,5313
2025-03-31,Factory_3,Product_6,3422
2025-03-31,Factory_4,Product_7,8054
2025-03-31,Factory_4,Product_8,13882
2025-03-31,Factory_5,Product_10,15226
2025-03-31,Factory_5,Product_9,2125
2025-04-01,Factory_1,Product_1,7544
2025-04-01,Factory_1,Product_2,9785
2025-04-01,Factory_2,Product_3,553
2025-04-01,Factory_2,Product_4,14913
2025-04-01,Factory_3,Product_5,5225
2025-04-01,Factory_3,Product_6,4725
2025-04-01,Factory_4,Product_7,8438
2025-04-01,Factory_4,Product_8,11803
2025-04-01,Factory_5,Product_10,15445
2025-04-01,Factory_5,Product_9,2102
2025-04-02,Factory_1,Product_1,8003
2025-04-02,Factory_1,Product_2,8517
2025-04-02,Factory_2,Product_3,540
2025-04-02,Factory_2,Product_4,12457
2025-04-02,Factory_3,Product_5,6546
2025-04-02,Factory_3,Product_6,2914
2025-04-02,Factory_4,Product_7,10248
2025-04-02,Factory_4,Product_8,19684
2025-04-02,Factory_5,Product_10,18877
2025-04-02,Factory_5,Product_9,2690
2025-04-03,Factory_1,Product_1,9975
2025-04-03,Factory_1,Product_2,7706
2025-04-03,Factory_2,Product_3,650
2025-04-03,Factory_2,Product_4,14413
2025-04-03,Factory_3,Product_5,6579
2025-04-03,Factory_3,Product_6,4788
2025-04-03,Factory_4,Product_7,8751
2025-04-03,Factory_4,Product_8,14454
2025-04-03,Factory_5,Product_10,13250
2025-04-03,Factory_5,Product_9,2454
2025-04-04,Factory_1,Product_1,8133
2025-04-04,Factory_1,Product_2,9309
2025-04-04,Factory_2,Product_3,329
2025-04-04,Factory_2,Product_4,16713
2025-04-04,Factory_3,Product_5,5738
2025-04-04,Factory_3,Product_6,4060
2025-04-04,Factory_4,Product_7,5828
2025-04-04,Factory_4,Product_8,16448
2025-04-04,Factory_5,Product_10,14565
2025-04-04,Factory_5,Product_9,1610
2025-04-05,Factory_1,Product_1,444
2025-04-05,Factory_1,Product_2,521
2025-04-05,Factory_2,Product_3,29
2025-04-05,Factory_2,Product_4,838
2025-04-05,Factory_3,Product_5,276
2025-04-05,Factory_3,Product_6,168
2025-04-05,Factory_4,Product_7,407
2025-04-05,Factory_4,Product_8,752
2025-04-05,Factory_5,Product_10,783
2025-04-05,Factory_5,Product_9,95
2025-04-06,Factory_1,Product_1,562
2025-04-06,Factory_1,Product_2,534
2025-04-06,Factory_2,Product_3,34
2025-04-06,Factory_2,Product_4,528
2025-04-06,Factory_3,Product_5,299
2025-04-06,Factory_3,Product_6,187
2025-04-06,Factory_4,Product_7,447
2025-04-06,Factory_4,Product_8,858
2025-04-06,Factory_5,Product_10,734
2025-04-06,Factory_5,Product_9,142
2025-04-07,Factory_1,Product_1,8905
2025-04-07,Factory_1,Product_2,14429
2025-04-07,Factory_2,Product_3,457
2025-04-07,Factory_2,Product_4,11152
2025-04-07,Factory_3,Product_5,5147
2025-04-07,Factory_3,Product_6,3469
2025-04-07,Factory_4,Product_7,9014
2025-04-07,Factory_4,Product_8,14143
2025-04-07,Factory_5,Product_10,13618
2025-04-07,Factory_5,Product_9,2461
2025-04-08,Factory_1,Product_1,10448
2025-04-08,Factory_1,Product_2,13033
2025-04-08,Factory_2,Product_3,518
2025-04-08,Factory_2,Product_4,15834
2025-04-08,Factory_3,Product_5,4855
2025-04-08,Factory_3,Product_6,4624
2025-04-08,Factory_4,Product_7,7147
2025-04-08,Factory_4,Product_8,16048
2025-04-08,Factory_5,Product_10,11300
2025-04-08,Factory_5,Product_9,2056
2025-04-09,Factory_1,Product_1,8088
2025-04-09,Factory_1,Product_2,9564
2025-04-09,Factory_2,Product_3,488
2025-04-09,Factory_2,Product_4,10892
2025-04-09,Factory_3,Product_5,5036
2025-04-09,Factory_3,Product_6,4541
2025-04-09,Factory_4,Product_7,8968
2025-04-09,Factory_4,Product_8,17602
2025-04-09,Factory_5,Product_10,13591
2025-04-09,Factory_5,Product_9,2261
2025-04-10,Factory_1,Product_1,9114
2025-04-10,Factory_1,Product_2,11757
2025-04-10,Factory_2,Product_3,476
2025-04-10,Factory_2,Product_4,10377
2025-04-10,Factory_3,Product_5,5304
2025-04-10,Factory_3,Product_6,3036
2025-04-10,Factory_4,Product_7,8695
2025-04-10,Factory_4,Product_8,13993
2025-04-10,Factory_5,Product_10,12346
2025-04-10,Factory_5,Product_9,2325
2025-04-11,Factory_1,Product_1,8062
2025-04-11,Factory_1,Product_2,10490
2025-04-11,Factory_2,Product_3,523
2025-04-11,Factory_2,Product_4,11998
2025-04-11,Factory_3,Product_5,4838
2025-04-11,Factory_3,Product_6,3843
2025-04-11,Factory_4,Product_7,10576
2025-04-11,Factory_4,Product_8,14752
2025-04-11,Factory_5,Product_10,10902
2025-04-11,Factory_5,Product_9,2576
2025-04-12,Factory_1,Product_1,446
2025-04-12,Factory_1,Product_2,535
2025-04-12,Factory_2,Product_3,33
2025-04-12,Factory_2,Product_4,688
2025-04-12,Factory_3,Product_5,300
2025-04-12,Factory_3,Product_6,178
2025-04-12,Factory_4,Product_7,339
2025-04-12,Factory_4,Product_8,781
2025-04-12,Factory_5,Product_10,648
2025-04-12,Factory_5,Product_9,92
2025-04-13,Factory_1,Product_1,529
2025-04-13,Factory_1,Product_2,574
2025-04-13,Factory_2,Product_3,35
2025-04-13,Factory_2,Product_4,637
2025-04-13,Factory_3,Product_5,325
2025-04-13,Factory_3,Product_6,244
2025-04-13,Factory_4,Product_7,352
2025-04-13,Factory_4,Product_8,647
2025-04-13,Factory_5,Product_10,620
2025-04-13,Factory_5,Product_9,101
2025-04-14,Factory_1,Product_1,6960
2025-04-14,Factory_1,Product_2,12199
2025-04-14,Factory_2,Product_3,521
2025-04-14,Factory_2,Product_4,11670
2025-04-14,Factory_3,Product_5,4462
2025-04-14,Factory_3,Product_6,3259
2025-04-14,Factory_4,Product_7,7275
2025-04-14,Factory_4,Product_8,15426
2025-04-14,Factory_5,Product_10,15988
2025-04-14,Factory_5,Product_9,2413
2025-04-15,Factory_1,Product_1,10003
2025-04-15,Factory_1,Product_2,10591
2025-04-15,Factory_2,Product_3,706
2025-04-15,Factory_2,Product_4,11620
2025-04-15,Factory_3,Product_5,5876
2025-04-15,Factory_3,Product_6,5069
2025-04-15,Factory_4,Product_7,7062
2025-04-15,Factory_4,Product_8,16757
2025-04-15,Factory_5,Product_10,16021
2025-04-15,Factory_5,Product_9,2282
2025-04-16,Factory_1,Product_1,9722
2025-04-16,Factory_1,Product_2,12935
2025-04-16,Factory_2,Product_3,552
2025-04-16,Factory_2,Product_4,11542
2025-04-16,Factory_3,Product_5,5659
2025-04-16,Factory_3,Product_6,4064
2025-04-16,Factory_4,Product_7,6602
2025-04-16,Factory_4,Product_8,15472
2025-04-16,Factory_5,Product_10,12699
2025-04-16,Factory_5,Product_9,2515
2025-04-17,Factory_1,Product_1,8547
2025-04-17,Factory_1,Product_2,9241
2025-04-17,Factory_2,Product_3,693
2025-04-17,Factory_2,Product_4,11214
2025-04-17,Factory_3,Product_5,6149
2025-04-17,Factory_3,Product_6,3371
2025-04-17,Factory_4,Product_7,4460
2025-04-17,Factory_4,Product_8,15782
2025-04-17,Factory_5,Product_10,14112
2025-04-17,Factory_5,Product_9,1888
2025-04-18,Factory_1,Product_1,7345
2025-04-18,Factory_1,Product_2,11157
2025-04-18,Factory_2,Product_3,541
2025-04-18,Factory_2,Product_4,17332
2025-04-18,Factory_3,Product_5,5836
2025-04-18,Factory_3,Product_6,3666
2025-04-18,Factory_4,Product_7,7117
2025-04-18,Factory_4,Product_8,16396
2025-04-18,Factory_5,Product_10,10587
2025-04-18,Factory_5,Product_9,2438
2025-04-19,Factory_1,Product_1,474
2025-04-19,Factory_1,Product_2,774
2025-04-19,Factory_2,Product_3,28
2025-04-19,Factory_2,Product_4,674
2025-04-19,Factory_3,Product_5,229
2025-04-19,Factory_3,Product_6,179
2025-04-19,Factory_4,Product_7,402
2025-04-19,Factory_4,Product_8,741
2025-04-19,Factory_5,Product_10,679
2025-04-19,Factory_5,Product_9,135
2025-04-20,Factory_1,Product_1,431
2025-04-20,Factory_1,Product_2,575
2025-04-20,Factory_2,Product_3,29
2025-04-20,Factory_2,Product_4,731
2025-04-20,Factory_3,Product_5,237
2025-04-20,Factory_3,Product_6,165
2025-04-20,Factory_4,Product_7,352
2025-04-20,Factory_4,Product_8,907
2025-04-20,Factory_5,Product_10,777
2025-04-20,Factory_5,Product_9,124
2025-04-21,Factory_1,Product_1,9694
2025-04-21,Factory_1,Product_2,13524
2025-04-21,Factory_2,Product_3,808
2025-04-21,Factory_2,Product_4,11949
2025-04-21,Factory_3,Product_5,5865
2025-04-21,Factory_3,Product_6,4133
2025-04-21,Factory_4,Product_7,9810
2025-04-21,Factory_4,Product_8,19960
2025-04-21,Factory_5,Product_10,16473
2025-04-21,Factory_5,Product_9,2360
2025-04-22,Factory_1,Product_1,9393
2025-04-22,Factory_1,Product_2,11278
2025-04-22,Factory_2,Product_3,617
2025-04-22,Factory_2,Product_4,12529
2025-04-22,Factory_3,Product_5,6737
2025-04-22,Factory_3,Product_6,3323
2025-04-22,Factory_4,Product_7,7614
2025-04-22,Factory_4,Product_8,15271
2025-04-22,Factory_5,Product_10,13084
2025-04-22,Factory_5,Product_9,2277
2025-04-23,Factory_1,Product_1,11605
2025-04-23,Factory_1,Product_2,12088
2025-04-23,Factory_2,Product_3,489
2025-04-23,Factory_2,Product_4,11502
2025-04-23,Factory_3,Product_5,3896
2025-04-23,Factory_3,Product_6,2740
2025-04-23,Factory_4,Product_7,9066
2025-04-23,Factory_4,Product_8,17599
2025-04-23,Factory_5,Product_10,16954
2025-04-23,Factory_5,Product_9,2020
2025-04-24,Factory_1,Product_1,9016
2025-04-24,Factory_1,Product_2,11018
2025-04-24,Factory_2,Product_3,626
2025-04-24,Factory_2,Product_4,7753
2025-04-24,Factory_3,Product_5,6132
2025-04-24,Factory_3,Product_6,3837
2025-04-24,Factory_4,Product_7,7888
2025-04-24,Factory_4,Product_8,15807
2025-04-24,Factory_5,Product_10,11308
2025-04-24,Factory_5,Product_9,2283
2025-04-25,Factory_1,Product_1,7911
2025-04-25,Factory_1,Product_2,10822
2025-04-25,Factory_2,Product_3,517
2025-04-25,Factory_2,Product_4,10207
2025-04-25,Factory_3,Product_5,6866
2025-04-25,Factory_3,Product_6,2967
2025-04-25,Factory_4,Product_7,8527
2025-04-25,Factory_4,Product_8,17285
2025-04-25,Factory_5,Product_10,11889
2025-04-25,Factory_5,Product_9,2742
2025-04-26,Factory_1,Product_1,480
2025-04-26,Factory_1,Product_2,490
2025-04-26,Factory_2,Product_3,25
2025-04-26,Factory_2,Product_4,468
2025-04-26,Factory_3,Product_5,284
2025-04-26,Factory_3,Product_6,180
2025-04-26,Factory_4,Product_7,395
2025-04-26,Factory_4,Product_8,1011
2025-04-26,Factory_5,Product_10,809
2025-04-26,Factory_5,Product_9,113
2025-04-27,Factory_1,Product_1,482
2025-04-27,Factory_1,Product_2,590
2025-04-27,Factory_2,Product_3,31
2025-04-27,Factory_2,Product_4,426
2025-04-27,Factory_3,Product_5,315
2025-04-27,Factory_3,Product_6,175
2025-04-27,Factory_4,Product_7,457
2025-04-27,Factory_4,Product_8,881
2025-04-27,Factory_5,Product_10,913
2025-04-27,Factory_5,Product_9,100
2025-04-28,Factory_1,Product_1,11230
2025-04-28,Factory_1,Product_2,9669
2025-04-28,Factory_2,Product_3,548
2025-04-28,Factory_2,Product_4,10539
2025-04-28,Factory_3,Product_5,5202
2025-04-28,Factory_3,Product_6,3528
2025-04-28,Factory_4,Product_7,7635
2025-04-28,Factory_4,Product_8,12004
2025-04-28,Factory_5,Product_10,15679
2025-04-28,Factory_5,Product_9,2132
2025-04-29,Factory_1,Product_1,10490
2025-04-29,Factory_1,Product_2,12183
2025-04-29,Factory_2,Product_3,568
2025-04-29,Factory_2,Product_4,15383
2025-04-29,Factory_3,Product_5,5707
2025-04-29,Factory_3,Product_6,5273
2025-04-29,Factory_4,Product_7,8130
2025-04-29,Factory_4,Product_8,17457
2025-04-29,Factory_5,Product_10,14500
2025-04-29,Factory_5,Product_9,2370
2025-04-30,Factory_1,Product_1,9814
2025-04-30,Factory_1,Product_2,12872
2025-04-30,Factory_2,Product_3,546
2025-04-30,Factory_2,Product_4,12738
2025-04-30,Factory_3,Product_5,4395
2025-04-30,Factory_3,Product_6,4087
2025-04-30,Factory_4,Product_7,7977
2025-04-30,Factory_4,Product_8,19352
2025-04-30,Factory_5,Product_10,9778
2025-04-30,Factory_5,Product_9,2170
2025-05-01,Factory_1,Product_1,11352
2025-05-01,Factory_1,Product_2,11669
2025-05-01,Factory_2,Product_3,571
2025-05-01,Factory_2,Product_4,15295
2025-05-01,Factory_3,Product_5,3762
2025-05-01,Factory_3,Product_6,4199
2025-05-01,Factory_4,Product_7,7229
2025-05-01,Factory_4,Product_8,15778
2025-05-01,Factory_5,Product_10,10148
2025-05-01,Factory_5,Product_9,2464
2025-05-02,Factory_1,Product_1,7643
2025-05-02,Factory_1,Product_2,10578
2025-05-02,Factory_2,Product_3,578
2025-05-02,Factory_2,Product_4,13594
2025-05-02,Factory_3,Product_5,6618
2025-05-02,Factory_3,Product_6,2968
2025-05-02,Factory_4,Product_7,8008
2025-05-02,Factory_4,Product_8,18743
2025-05-02,Factory_5,Product_10,14839
2025-05-02,Factory_5,Product_9,2475
2025-05-03,Factory_1,Product_1,420
2025-05-03,Factory_1,Product_2,590
2025-05-03,Factory_2,Product_3,19
2025-05-03,Factory_2,Product_4,715
2025-05-03,Factory_3,Product_5,247
2025-05-03,Factory_3,Product_6,182
2025-05-03,Factory_4,Product_7,504
2025-05-03,Factory_4,Product_8,730
2025-05-03,Factory_5,Product_10,688
2025-05-03,Factory_5,Product_9,130
2025-05-04,Factory_1,Product_1,400
2025-05-04,Factory_1,Product_2,526
2025-05-04,Factory_2,Product_3,30
2025-05-04,Factory_2,Product_4,553
2025-05-04,Factory_3,Product_5,270
2025-05-04,Factory_3,Product_6,209
2025-05-04,Factory_4,Product_7,362
2025-05-04,Factory_4,Product_8,633
2025-05-04,Factory_5,Product_10,606
2025-05-04,Factory_5,Product_9,139
2025-05-05,Factory_1,Product_1,8736
2025-05-05,Factory_1,Product_2,12573
2025-05-05,Factory_2,Product_3,462
2025-05-05,Factory_2,Product_4,13777
2025-05-05,Factory_3,Product_5,4581
2025-05-05,Factory_3,Product_6,3416
2025-05-05,Factory_4,Product_7,8005
2025-05-05,Factory_4,Product_8,16612
2025-05-05,Factory_5,Product_10,14663
2025-05-05,Factory_5,Product_9,2632
2025-05-06,Factory_1,Product_1,7356
2025-05-06,Factory_1,Product_2,7990
2025-05-06,Factory_2,Product_3,425
2025-05-06,Factory_2,Product_4,14157
2025-05-06,Factory_3,Product_5,4557
2025-05-06,Factory_3,Product_6,4583
2025-05-06,Factory_4,Product_7,8945
2025-05-06,Factory_4,Product_8,11971
2025-05-06,Factory_5,Product_10,14759
2025-05-06,Factory_5,Product_9,1967
2025-05-07,Factory_1,Product_1,10145
2025-05-07,Factory_1,Product_2,10453
2025-05-07,Factory_2,Product_3,537
2025-05-07,Factory_2,Product_4,11648
2025-05-07,Factory_3,Product_5,5623
2025-05-07,Factory_3,Product_6,3303
2025-05-07,Factory_4,Product_7,8804
2025-05-07,Factory_4,Product_8,15655
2025-05-07,Factory_5,Product_10,16549
2025-05-07,Factory_5,Product_9,1976
2025-05-08,Factory_1,Product_1,8946
2025-05-08,Factory_1,Product_2,7713
2025-05-08,Factory_2,Product_3,548
2025-05-08,Factory_2,Product_4,13809
2025-05-08,Factory_3,Product_5,5138
2025-05-08,Factory_3,Product_6,3853
2025-05-08,Factory_4,Product_7,7525
2025-05-08,Factory_4,Product_8,19357
2025-05-08,Factory_5,Product_10,14779
2025-05-08,Factory_5,Product_9,2258
2025-05-09,Factory_1,Product_1,7206
2025-05-09,Factory_1,Product_2,8523
2025-05-09,Factory_2,Product_3,484
2025-05-09,Factory_2,Product_4,13809
2025-05-09,Factory_3,Product_5,6090
2025-05-09,Factory_3,Product_6,3669
2025-05-09,Factory_4,Product_7,4822
2025-05-09,Factory_4,Product_8,11566
2025-05-09,Factory_5,Product_10,17135
2025-05-09,Factory_5,Product_9,2127
2025-05-10,Factory_1,Product_1,391
2025-05-10,Factory_1,Product_2,661
2025-05-10,Factory_2,Product_3,30
2025-05-10,Factory_2,Product_4,583
2025-05-10,Factory_3,Product_5,307
2025-05-10,Factory_3,Product_6,206
2025-05-10,Factory_4,Product_7,404
2025-05-10,Factory_4,Product_8,654
2025-05-10,Factory_5,Product_10,724
2025-05-10,Factory_5,Product_9,95
2025-05-11,Factory_1,Product_1,483
2025-05-11,Factory_1,Product_2,622
2025-05-11,Factory_2,Product_3,22
2025-05-11,Factory_2,Product_4,528
2025-05-11,Factory_3,Product_5,301
2025-05-11,Factory_3,Product_6,181
2025-05-11,Factory_4,Product_7,250
2025-05-11,Factory_4,Product_8,684
2025-05-11,Factory_5,Product_10,710
2025-05-11,Factory_5,Product_9,106
2025-05-12,Factory_1,Product_1,10377
2025-05-12,Factory_1,Product_2,9772
2025-05-12,Factory_2,Product_3,506
2025-05-12,Factory_2,Product_4,10436
2025-05-12,Factory_3,Product_5,5952
2025-05-12,Factory_3,Product_6,3848
2025-05-12,Factory_4,Product_7,9132
2025-05-12,Factory_4,Product_8,16009
2025-05-12,Factory_5,Product_10,16729
2025-05-12,Factory_5,Product_9,2113
2025-05-13,Factory_1,Product_1,11967
2025-05-13,Factory_1,Product_2,8477
2025-05-13,Factory_2,Product_3,491
2025-05-13,Factory_2,Product_4,12842
2025-05-13,Factory_3,Product_5,7099
2025-05-13,Factory_3,Product_6,3865
2025-05-13,Factory_4,Product_7,7665
2025-05-13,Factory_4,Product_8,15260
2025-05-13,Factory_5,Product_10,12297
2025-05-13,Factory_5,Product_9,2043
2025-05-14,Factory_1,Product_1,13220
2025-05-14,Factory_1,Product_2,6071
2025-05-14,Factory_2,Product_3,534
2025-05-14,Factory_2,Product_4,13285
2025-05-14,Factory_3,Product_5,4816
2025-05-14,Factory_3,Product_6,3561
2025-05-14,Factory_4,Product_7,8587
2025-05-14,Factory_4,Product_8,19514
2025-05-14,Factory_5,Product_10,20474
2025-05-14,Factory_5,Product_9,2162
2025-05-15,Factory_1,Product_1,9761
2025-05-15,Factory_1,Product_2,10030
2025-05-15,Factory_2,Product_3,560
2025-05-15,Factory_2,Product_4,11147
2025-05-15,Factory_3,Product_5,5681
2025-05-15,Factory_3,Product_6,4289
2025-05-15,Factory_4,Product_7,6450
2025-05-15,Factory_4,Product_8,18418
2025-05-15,Factory_5,Product_10,15191
2025-05-15,Factory_5,Product_9,2668
2025-05-16,Factory_1,Product_1,7817
2025-05-16,Factory_1,Product_2,14869
2025-05-16,Factory_2,Product_3,455
2025-05-16,Factory_2,Product_4,12687
