Date,Product,CumulativeProduction,CumulativeDemand,Balance
2025-03-08,Product_6,181499,145028,36471
2025-03-08,Product_7,352235,315930,36305
2025-03-08,Product_8,791266,708321,82945
2025-03-08,Product_9,111398,93047,18351
2025-03-09,Product_1,446814,398224,48590
2025-03-09,Product_10,691752,611221,80531
2025-03-09,Product_2,512654,449369,63285
2025-03-09,Product_3,25896,21332,4564
2025-03-09,Product_4,599903,526787,73116
2025-03-09,Product_5,261177,232900,28277
2025-03-09,Product_6,181688,159752,21936
2025-03-09,Product_7,352603,315930,36673
2025-03-09,Product_8,791984,708321,83663
2025-03-09,Product_9,111555,97215,14340
2025-03-10,Product_1,456357,398224,58133
2025-03-10,Product_10,706737,611221,95516
2025-03-10,Product_2,524470,449369,75101
2025-03-10,Product_3,26547,21332,5215
2025-03-10,Product_4,612064,526787,85277
2025-03-10,Product_5,268757,232900,35857
2025-03-10,Product_6,185097,159752,25345
2025-03-10,Product_7,360730,315930,44800
2025-03-10,Product_8,808261,708321,99940
2025-03-10,Product_9,113693,97215,16478
2025-03-11,Product_1,466674,398224,68450
2025-03-11,Product_10,721245,611221,110024
2025-03-11,Product_2,535264,449369,85895
2025-03-11,Product_3,27184,21332,5852
2025-03-11,Product_4,622716,526787,95929
2025-03-11,Product_5,273746,232900,40846
2025-03-11,Product_6,188826,159752,29074
2025-03-11,Product_7,369217,315930,53287
2025-03-11,Product_8,824874,708321,116553
2025-03-11,Product_9,115735,97215,18520
2025-03-12,Product_1,475429,398224,77205
2025-03-12,Product_10,730923,611221,119702
2025-03-12,Product_2,546928,449369,97559
2025-03-12,Product_3,27720,21332,6388
2025-03-12,Product_4,631908,526787,105121
2025-03-12,Product_5,280233,232900,47333
2025-03-12,Product_6,193550,159752,33798
2025-03-12,Product_7,377503,315930,61573
2025-03-12,Product_8,838848,708321,130527
2025-03-12,Product_9,117624,97215,20409
2025-03-13,Product_1,485011,424078,60933
2025-03-13,Product_10,746044,611221,134823
2025-03-13,Product_2,558654,449369,109285
2025-03-13,Product_3,28165,21332,6833
2025-03-13,Product_4,644567,526787,117780
2025-03-13,Product_5,284591,232900,51691
2025-03-13,Product_6,197990,159752,38238
2025-03-13,Product_7,384856,315930,68926
2025-03-13,Product_8,855121,708321,146800
2025-03-13,Product_9,120741,97215,23526
2025-03-14,Product_1,495254,424078,71176
2025-03-14,Product_10,758658,672085,86573
2025-03-14,Product_2,571986,449369,122617
2025-03-14,Product_3,28686,21332,7354
2025-03-14,Product_4,655529,526787,128742
2025-03-14,Product_5,289614,248009,41605
2025-03-14,Product_6,201985,177383,24602
2025-03-14,Product_7,390352,315930,74422
2025-03-14,Product_8,871553,708321,163232
2025-03-14,Product_9,123336,97215,26121
2025-03-15,Product_1,495701,424078,71623
2025-03-15,Product_10,759445,672085,87360
2025-03-15,Product_2,572514,476710,95804
2025-03-15,Product_3,28714,21332,7382
2025-03-15,Product_4,656166,552314,103852
2025-03-15,Product_5,289972,258543,31429
2025-03-15,Product_6,202208,177383,24825
2025-03-15,Product_7,390706,337441,53265
2025-03-15,Product_8,872515,777610,94905
2025-03-15,Product_9,123446,97215,26231
2025-03-16,Product_1,496202,442302,53900
2025-03-16,Product_10,760037,672085,87952
2025-03-16,Product_2,572948,501638,71310
2025-03-16,Product_3,28741,23835,4906
2025-03-16,Product_4,656656,578310,78346
2025-03-16,Product_5,290253,258543,31710
2025-03-16,Product_6,202376,177383,24993
2025-03-16,Product_7,391110,350254,40856
2025-03-16,Product_8,873486,777610,95876
2025-03-16,Product_9,123583,107803,15780
2025-03-17,Product_1,504649,442302,62347
2025-03-17,Product_10,774779,672085,102694
2025-03-17,Product_2,585876,501638,84238
2025-03-17,Product_3,29242,23835,5407
2025-03-17,Product_4,668090,578310,89780
2025-03-17,Product_5,296835,258543,38292
2025-03-17,Product_6,206476,177383,29093
2025-03-17,Product_7,397477,350254,47223
2025-03-17,Product_8,889116,777610,111506
2025-03-17,Product_9,126136,107803,18333
2025-03-18,Product_1,513520,442302,71218
2025-03-18,Product_10,788837,672085,116752
2025-03-18,Product_2,596470,501638,94832
2025-03-18,Product_3,29811,23835,5976
2025-03-18,Product_4,681293,578310,102983
2025-03-18,Product_5,302891,258543,44348
2025-03-18,Product_6,210648,177383,33265
2025-03-18,Product_7,405813,350254,55559
2025-03-18,Product_8,905037,777610,127427
2025-03-18,Product_9,129134,107803,21331
2025-03-19,Product_1,522368,442302,80066
2025-03-19,Product_10,804192,672085,132107
2025-03-19,Product_2,609488,501638,107850
2025-03-19,Product_3,30318,23835,6483
2025-03-19,Product_4,694923,578310,116613
2025-03-19,Product_5,308650,258543,50107
2025-03-19,Product_6,214444,177383,37061
2025-03-19,Product_7,414469,350254,64215
2025-03-19,Product_8,923132,777610,145522
2025-03-19,Product_9,130912,107803,23109
2025-03-20,Product_1,530073,466026,64047
2025-03-20,Product_10,819160,672085,147075
2025-03-20,Product_2,621287,501638,119649
2025-03-20,Product_3,30815,23835,6980
2025-03-20,Product_4,708657,578310,130347
2025-03-20,Product_5,315700,258543,57157
2025-03-20,Product_6,218796,177383,41413
2025-03-20,Product_7,422235,350254,71981
2025-03-20,Product_8,938148,777610,160538
2025-03-20,Product_9,133137,118193,14944
2025-03-21,Product_1,540151,466026,74125
2025-03-21,Product_10,833296,672085,161211
2025-03-21,Product_2,632228,501638,130590
2025-03-21,Product_3,31390,23835,7555
2025-03-21,Product_4,719025,578310,140715
2025-03-21,Product_5,321347,258543,62804
2025-03-21,Product_6,222404,177383,45021
2025-03-21,Product_7,426355,382420,43935
2025-03-21,Product_8,956069,777610,178459
2025-03-21,Product_9,135294,118193,17101
2025-03-22,Product_1,540588,466026,74562
2025-03-22,Product_10,833862,672085,161777
2025-03-22,Product_2,632815,501638,131177
2025-03-22,Product_3,31416,23835,7581
2025-03-22,Product_4,719755,578310,141445
2025-03-22,Product_5,321562,258543,63019
2025-03-22,Product_6,222624,195951,26673
2025-03-22,Product_7,426663,382420,44243
2025-03-22,Product_8,956882,777610,179272
2025-03-22,Product_9,135376,118193,17183
2025-03-23,Product_1,541059,482839,58220
2025-03-23,Product_10,834434,737096,97338
2025-03-23,Product_2,633537,553536,80001
2025-03-23,Product_3,31444,26198,5246
2025-03-23,Product_4,720324,633274,87050
2025-03-23,Product_5,321820,286916,34904
2025-03-23,Product_6,222845,195951,26894
2025-03-23,Product_7,427152,382420,44732
2025-03-23,Product_8,957586,853832,103754
2025-03-23,Product_9,135510,118193,17317
2025-03-24,Product_1,551137,482839,68298
2025-03-24,Product_10,847856,737096,110760
2025-03-24,Product_2,648188,553536,94652
2025-03-24,Product_3,32016,26198,5818
2025-03-24,Product_4,734493,633274,101219
2025-03-24,Product_5,328164,286916,41248
2025-03-24,Product_6,225145,195951,29194
2025-03-24,Product_7,434157,382420,51737
2025-03-24,Product_8,971702,853832,117870
2025-03-24,Product_9,137735,118193,19542
2025-03-25,Product_1,561169,482839,78330
2025-03-25,Product_10,862552,737096,125456
2025-03-25,Product_2,659477,553536,105941
2025-03-25,Product_3,32472,26198,6274
2025-03-25,Product_4,747416,633274,114142
2025-03-25,Product_5,334373,286916,47457
2025-03-25,Product_6,229966,195951,34015
2025-03-25,Product_7,439517,382420,57097
2025-03-25,Product_8,991765,853832,137933
2025-03-25,Product_9,140312,118193,22119
2025-03-26,Product_1,571512,482839,88673
2025-03-26,Product_10,875927,737096,138831
2025-03-26,Product_2,670921,553536,117385
2025-03-26,Product_3,32982,26198,6784
2025-03-26,Product_4,757690,633274,124416
2025-03-26,Product_5,338857,286916,51941
2025-03-26,Product_6,232187,195951,36236
2025-03-26,Product_7,448565,382420,66145
2025-03-26,Product_8,1007866,853832,154034
2025-03-26,Product_9,143454,118193,25261
2025-03-27,Product_1,580779,482839,97940
2025-03-27,Product_10,892028,737096,154932
2025-03-27,Product_2,683903,553536,130367
2025-03-27,Product_3,33650,26198,7452
2025-03-27,Product_4,770025,633274,136751
2025-03-27,Product_5,344083,286916,57167
2025-03-27,Product_6,235901,195951,39950
2025-03-27,Product_7,456215,382420,73795
2025-03-27,Product_8,1028415,853832,174583
2025-03-27,Product_9,145652,118193,27459
2025-03-28,Product_1,589589,482839,106750
2025-03-28,Product_10,906134,737096,169038
2025-03-28,Product_2,693664,575581,118083
2025-03-28,Product_3,34104,26198,7906
2025-03-28,Product_4,783686,633274,150412
2025-03-28,Product_5,349436,286916,62520
2025-03-28,Product_6,240623,195951,44672
2025-03-28,Product_7,465117,382420,82697
2025-03-28,Product_8,1043638,889686,153952
2025-03-28,Product_9,147827,125569,22258
2025-03-29,Product_1,590054,482839,107215
2025-03-29,Product_10,906764,737096,169668
2025-03-29,Product_2,694251,575581,118670
2025-03-29,Product_3,34123,26198,7925
2025-03-29,Product_4,784393,658556,125837
2025-03-29,Product_5,349713,286916,62797
2025-03-29,Product_6,240818,195951,44867
2025-03-29,Product_7,465515,382420,83095
2025-03-29,Product_8,1044499,889686,154813
2025-03-29,Product_9,147945,125569,22376
2025-03-30,Product_1,590405,526767,63638
2025-03-30,Product_10,907470,800969,106501
2025-03-30,Product_2,694808,605926,88882
2025-03-30,Product_3,34143,28545,5598
2025-03-30,Product_4,785027,692232,92795
2025-03-30,Product_5,349946,312746,37200
2025-03-30,Product_6,240978,212510,28468
2025-03-30,Product_7,465923,416587,49336
2025-03-30,Product_8,1045620,931221,114399
2025-03-30,Product_9,148078,129615,18463
2025-03-31,Product_1,597773,526767,71006
2025-03-31,Product_10,922696,800969,121727
2025-03-31,Product_2,706517,605926,100591
2025-03-31,Product_3,34695,28545,6150
2025-03-31,Product_4,800958,692232,108726
2025-03-31,Product_5,355259,312746,42513
2025-03-31,Product_6,244400,212510,31890
2025-03-31,Product_7,473977,416587,57390
2025-03-31,Product_8,1059502,931221,128281
2025-03-31,Product_9,150203,129615,20588
2025-04-01,Product_1,605317,526767,78550
2025-04-01,Product_10,938141,800969,137172
2025-04-01,Product_2,716302,605926,110376
2025-04-01,Product_3,35248,28545,6703
2025-04-01,Product_4,815871,692232,123639
2025-04-01,Product_5,360484,312746,47738
2025-04-01,Product_6,249125,212510,36615
2025-04-01,Product_7,482415,416587,65828
2025-04-01,Product_8,1071305,931221,140084
2025-04-01,Product_9,152305,129615,22690
2025-04-02,Product_1,613320,526767,86553
2025-04-02,Product_10,957018,800969,156049
2025-04-02,Product_2,724819,605926,118893
2025-04-02,Product_3,35788,28545,7243
2025-04-02,Product_4,828328,692232,136096
2025-04-02,Product_5,367030,312746,54284
2025-04-02,Product_6,252039,212510,39529
2025-04-02,Product_7,492663,416587,76076
2025-04-02,Product_8,1090989,931221,159768
2025-04-02,Product_9,154995,129615,25380
2025-04-03,Product_1,623295,526767,96528
2025-04-03,Product_10,970268,800969,169299
2025-04-03,Product_2,732525,605926,126599
2025-04-03,Product_3,36438,28545,7893
2025-04-03,Product_4,842741,692232,150509
2025-04-03,Product_5,373609,312746,60863
2025-04-03,Product_6,256827,212510,44317
2025-04-03,Product_7,501414,416587,84827
2025-04-03,Product_8,1105443,931221,174222
2025-04-03,Product_9,157449,129615,27834
2025-04-04,Product_1,631428,526767,104661
2025-04-04,Product_10,984833,800969,183864
2025-04-04,Product_2,741834,605926,135908
2025-04-04,Product_3,36767,28545,8222
2025-04-04,Product_4,859454,692232,167222
2025-04-04,Product_5,379347,312746,66601
2025-04-04,Product_6,260887,212510,48377
2025-04-04,Product_7,507242,416587,90655
2025-04-04,Product_8,1121891,931221,190670
2025-04-04,Product_9,159059,129615,29444
2025-04-05,Product_1,631872,526767,105105
2025-04-05,Product_10,985616,800969,184647
2025-04-05,Product_2,742355,624350,118005
2025-04-05,Product_3,36796,28545,8251
2025-04-05,Product_4,860292,692232,168060
2025-04-05,Product_5,379623,339284,40339
2025-04-05,Product_6,261055,223898,37157
2025-04-05,Product_7,507649,432421,75228
2025-04-05,Product_8,1122643,931221,191422
2025-04-05,Product_9,159154,133354,25800
2025-04-06,Product_1,632434,562880,69554
2025-04-06,Product_10,986350,868396,117954
2025-04-06,Product_2,742889,647789,95100
2025-04-06,Product_3,36830,30870,5960
2025-04-06,Product_4,860820,756937,103883
2025-04-06,Product_5,379922,339284,40638
2025-04-06,Product_6,261242,230088,31154
2025-04-06,Product_7,508096,453708,54388
2025-04-06,Product_8,1123501,1002695,120806
2025-04-06,Product_9,159296,139555,19741
2025-04-07,Product_1,641339,562880,78459
2025-04-07,Product_10,999968,868396,131572
2025-04-07,Product_2,757318,647789,109529
2025-04-07,Product_3,37287,30870,6417
2025-04-07,Product_4,871972,756937,115035
2025-04-07,Product_5,385069,339284,45785
2025-04-07,Product_6,264711,230088,34623
2025-04-07,Product_7,517110,453708,63402
2025-04-07,Product_8,1137644,1002695,134949
2025-04-07,Product_9,161757,139555,22202
2025-04-08,Product_1,651787,562880,88907
2025-04-08,Product_10,1011268,868396,142872
2025-04-08,Product_2,770351,647789,122562
2025-04-08,Product_3,37805,30870,6935
2025-04-08,Product_4,887806,756937,130869
2025-04-08,Product_5,389924,339284,50640
2025-04-08,Product_6,269335,230088,39247
2025-04-08,Product_7,524257,453708,70549
2025-04-08,Product_8,1153692,1002695,150997
2025-04-08,Product_9,163813,139555,24258
2025-04-09,Product_1,659875,562880,96995
2025-04-09,Product_10,1024859,868396,156463
2025-04-09,Product_2,779915,647789,132126
2025-04-09,Product_3,38293,30870,7423
2025-04-09,Product_4,898698,756937,141761
2025-04-09,Product_5,394960,339284,55676
2025-04-09,Product_6,273876,230088,43788
2025-04-09,Product_7,533225,453708,79517
2025-04-09,Product_8,1171294,1002695,168599
2025-04-09,Product_9,166074,139555,26519
2025-04-10,Product_1,668989,562880,106109
2025-04-10,Product_10,1037205,868396,168809
2025-04-10,Product_2,791672,647789,143883
2025-04-10,Product_3,38769,30870,7899
2025-04-10,Product_4,909075,756937,152138
2025-04-10,Product_5,400264,339284,60980
2025-04-10,Product_6,276912,230088,46824
2025-04-10,Product_7,541920,453708,88212
2025-04-10,Product_8,1185287,1002695,182592
2025-04-10,Product_9,168399,139555,28844
2025-04-11,Product_1,677051,562880,114171
2025-04-11,Product_10,1048107,868396,179711
2025-04-11,Product_2,802162,647789,154373
2025-04-11,Product_3,39292,30870,8422
2025-04-11,Product_4,921073,756937,164136
2025-04-11,Product_5,405102,362397,42705
2025-04-11,Product_6,280755,230088,50667
2025-04-11,Product_7,552496,453708,98788
2025-04-11,Product_8,1200039,1071666,128373
2025-04-11,Product_9,170975,139555,31420
2025-04-12,Product_1,677497,562880,114617
2025-04-12,Product_10,1048755,868396,180359
2025-04-12,Product_2,802697,647789,154908
2025-04-12,Product_3,39325,30870,8455
2025-04-12,Product_4,921761,756937,164824
2025-04-12,Product_5,405402,362397,43005
2025-04-12,Product_6,280933,230088,50845
2025-04-12,Product_7,552835,453708,99127
2025-04-12,Product_8,1200820,1071666,129154
2025-04-12,Product_9,171067,139555,31512
2025-04-13,Product_1,678026,603219,74807
2025-04-13,Product_10,1049375,924399,124976
2025-04-13,Product_2,803271,700137,103134
2025-04-13,Product_3,39360,33022,6338
2025-04-13,Product_4,922398,811210,111188
2025-04-13,Product_5,405727,362397,43330
2025-04-13,Product_6,281177,247122,34055
2025-04-13,Product_7,553187,493962,59225
2025-04-13,Product_8,1201467,1071666,129801
2025-04-13,Product_9,171168,149891,21277
2025-04-14,Product_1,684986,603219,81767
2025-04-14,Product_10,1065363,924399,140964
2025-04-14,Product_2,815470,700137,115333
2025-04-14,Product_3,39881,33022,6859
2025-04-14,Product_4,934068,811210,122858
2025-04-14,Product_5,410189,362397,47792
2025-04-14,Product_6,284436,247122,37314
2025-04-14,Product_7,560462,493962,66500
2025-04-14,Product_8,1216893,1071666,145227
2025-04-14,Product_9,173581,149891,23690
2025-04-15,Product_1,694989,603219,91770
2025-04-15,Product_10,1081384,924399,156985
2025-04-15,Product_2,826061,700137,125924
2025-04-15,Product_3,40587,33022,7565
2025-04-15,Product_4,945688,811210,134478
2025-04-15,Product_5,416065,362397,53668
2025-04-15,Product_6,289505,247122,42383
2025-04-15,Product_7,567524,493962,73562
2025-04-15,Product_8,1233650,1071666,161984
2025-04-15,Product_9,175863,149891,25972
2025-04-16,Product_1,704711,603219,101492
2025-04-16,Product_10,1094083,924399,169684
2025-04-16,Product_2,838996,700137,138859
2025-04-16,Product_3,41139,33022,8117
2025-04-16,Product_4,957230,811210,146020
2025-04-16,Product_5,421724,362397,59327
2025-04-16,Product_6,293569,247122,46447
2025-04-16,Product_7,574126,493962,80164
2025-04-16,Product_8,1249122,1071666,177456
2025-04-16,Product_9,178378,149891,28487
2025-04-17,Product_1,713258,603219,110039
2025-04-17,Product_10,1108195,924399,183796
2025-04-17,Product_2,848237,700137,148100
2025-04-17,Product_3,41832,33022,8810
2025-04-17,Product_4,968444,811210,157234
2025-04-17,Product_5,427873,362397,65476
2025-04-17,Product_6,296940,247122,49818
2025-04-17,Product_7,578586,493962,84624
2025-04-17,Product_8,1264904,1071666,193238
2025-04-17,Product_9,180266,149891,30375
2025-04-18,Product_1,720603,603219,117384
2025-04-18,Product_10,1118782,924399,194383
2025-04-18,Product_2,859394,700137,159257
2025-04-18,Product_3,42373,33022,9351
2025-04-18,Product_4,985776,867624,118152
2025-04-18,Product_5,433709,362397,71312
2025-04-18,Product_6,300606,247122,53484
2025-04-18,Product_7,585703,493962,91741
2025-04-18,Product_8,1281300,1144169,137131
2025-04-18,Product_9,182704,149891,32813
2025-04-19,Product_1,721077,603219,117858
2025-04-19,Product_10,1119461,961360,158101
2025-04-19,Product_2,860168,749314,110854
2025-04-19,Product_3,42401,33022,9379
2025-04-19,Product_4,986450,867624,118826
2025-04-19,Product_5,433938,386649,47289
2025-04-19,Product_6,300785,264087,36698
2025-04-19,Product_7,586105,522895,63210
2025-04-19,Product_8,1282041,1144169,137872
2025-04-19,Product_9,182839,149891,32948
2025-04-20,Product_1,721508,641135,80373
2025-04-20,Product_10,1120238,985426,134812
2025-04-20,Product_2,860743,749314,111429
2025-04-20,Product_3,42430,35686,6744
2025-04-20,Product_4,987181,867624,119557
2025-04-20,Product_5,434175,386649,47526
2025-04-20,Product_6,300950,264087,36863
2025-04-20,Product_7,586457,522895,63562
2025-04-20,Product_8,1282948,1144169,138779
2025-04-20,Product_9,182963,160264,22699
2025-04-21,Product_1,731202,641135,90067
2025-04-21,Product_10,1136711,985426,151285
2025-04-21,Product_2,874267,749314,124953
2025-04-21,Product_3,43238,35686,7552
2025-04-21,Product_4,999130,867624,131506
2025-04-21,Product_5,440040,386649,53391
2025-04-21,Product_6,305083,264087,40996
2025-04-21,Product_7,596267,522895,73372
2025-04-21,Product_8,1302908,1144169,158739
2025-04-21,Product_9,185323,160264,25059
2025-04-22,Product_1,740595,641135,99460
2025-04-22,Product_10,1149795,985426,164369
2025-04-22,Product_2,885545,749314,136231
2025-04-22,Product_3,43855,35686,8169
2025-04-22,Product_4,1011659,867624,144035
2025-04-22,Product_5,446777,386649,60128
2025-04-22,Product_6,308406,264087,44319
2025-04-22,Product_7,603881,522895,80986
2025-04-22,Product_8,1318179,1144169,174010
2025-04-22,Product_9,187600,160264,27336
2025-04-23,Product_1,752200,641135,111065
2025-04-23,Product_10,1166749,985426,181323
2025-04-23,Product_2,897633,749314,148319
2025-04-23,Product_3,44344,35686,8658
2025-04-23,Product_4,1023161,867624,155537
2025-04-23,Product_5,450673,386649,64024
2025-04-23,Product_6,311146,264087,47059
2025-04-23,Product_7,612947,522895,90052
2025-04-23,Product_8,1335778,1144169,191609
2025-04-23,Product_9,189620,160264,29356
2025-04-24,Product_1,761216,641135,120081
2025-04-24,Product_10,1178057,985426,192631
2025-04-24,Product_2,908651,749314,159337
2025-04-24,Product_3,44970,35686,9284
2025-04-24,Product_4,1030914,867624,163290
2025-04-24,Product_5,456805,386649,70156
2025-04-24,Product_6,314983,264087,50896
2025-04-24,Product_7,620835,522895,97940
2025-04-24,Product_8,1351585,1144169,207416
2025-04-24,Product_9,191903,160264,31639
2025-04-25,Product_1,769127,641135,127992
2025-04-25,Product_10,1189946,1011738,178208
2025-04-25,Product_2,919473,749314,170159
2025-04-25,Product_3,45487,35686,9801
2025-04-25,Product_4,1041121,887691,153430
2025-04-25,Product_5,463671,401965,61706
2025-04-25,Product_6,317950,264087,53863
2025-04-25,Product_7,629362,537683,91679
2025-04-25,Product_8,1368870,1223037,145833
2025-04-25,Product_9,194645,171180,23465
2025-04-26,Product_1,769607,641135,128472
2025-04-26,Product_10,1190755,1011738,179017
2025-04-26,Product_2,919963,749314,170649
2025-04-26,Product_3,45512,38337,7175
2025-04-26,Product_4,1041589,917025,124564
2025-04-26,Product_5,463955,413205,50750
2025-04-26,Product_6,318130,264087,54043
2025-04-26,Product_7,629757,537683,92074
2025-04-26,Product_8,1369881,1223037,146844
2025-04-26,Product_9,194758,171180,23578
2025-04-27,Product_1,770089,684729,85360
2025-04-27,Product_10,1191668,1048845,142823
2025-04-27,Product_2,920553,802786,117767
2025-04-27,Product_3,45543,38337,7206
2025-04-27,Product_4,1042015,917025,124990
2025-04-27,Product_5,464270,413205,51065
2025-04-27,Product_6,318305,278994,39311
2025-04-27,Product_7,630214,560947,69267
2025-04-27,Product_8,1370762,1223037,147725
2025-04-27,Product_9,194858,171180,23678
2025-04-28,Product_1,781319,684729,96590
2025-04-28,Product_10,1207347,1048845,158502
2025-04-28,Product_2,930222,802786,127436
2025-04-28,Product_3,46091,38337,7754
2025-04-28,Product_4,1052554,917025,135529
2025-04-28,Product_5,469472,413205,56267
2025-04-28,Product_6,321833,278994,42839
2025-04-28,Product_7,637849,560947,76902
2025-04-28,Product_8,1382766,1223037,159729
2025-04-28,Product_9,196990,171180,25810
2025-04-29,Product_1,791809,684729,107080
2025-04-29,Product_10,1221847,1048845,173002
2025-04-29,Product_2,942405,802786,139619
2025-04-29,Product_3,46659,38337,8322
2025-04-29,Product_4,1067937,917025,150912
2025-04-29,Product_5,475179,413205,61974
2025-04-29,Product_6,327106,278994,48112
2025-04-29,Product_7,645979,560947,85032
2025-04-29,Product_8,1400223,1223037,177186
2025-04-29,Product_9,199360,171180,28180
2025-04-30,Product_1,801623,684729,116894
2025-04-30,Product_10,1231625,1048845,182780
2025-04-30,Product_2,955277,802786,152491
2025-04-30,Product_3,47205,38337,8868
2025-04-30,Product_4,1080675,917025,163650
2025-04-30,Product_5,479574,413205,66369
2025-04-30,Product_6,331193,278994,52199
2025-04-30,Product_7,653956,560947,93009
2025-04-30,Product_8,1419575,1223037,196538
2025-04-30,Product_9,201530,171180,30350
2025-05-01,Product_1,812975,713347,99628
2025-05-01,Product_10,1241773,1048845,192928
2025-05-01,Product_2,966946,802786,164160
2025-05-01,Product_3,47776,38337,9439
2025-05-01,Product_4,1095970,939326,156644
2025-05-01,Product_5,483336,413205,70131
2025-05-01,Product_6,335392,278994,56398
2025-05-01,Product_7,661185,578122,83063
2025-05-01,Product_8,1435353,1223037,212316
2025-05-01,Product_9,203994,171180,32814
2025-05-02,Product_1,820618,713347,107271
2025-05-02,Product_10,1256612,1048845,207767
2025-05-02,Product_2,977524,802786,174738
2025-05-02,Product_3,48354,38337,10017
2025-05-02,Product_4,1109564,939326,170238
2025-05-02,Product_5,489954,413205,76749
2025-05-02,Product_6,338360,278994,59366
2025-05-02,Product_7,669193,578122,91071
2025-05-02,Product_8,1454096,1223037,231059
2025-05-02,Product_9,206469,171180,35289
2025-05-03,Product_1,821038,713347,107691
2025-05-03,Product_10,1257300,1109467,147833
2025-05-03,Product_2,978114,802786,175328
2025-05-03,Product_3,48373,38337,10036
2025-05-03,Product_4,1110279,939326,170953
2025-05-03,Product_5,490201,413205,76996
2025-05-03,Product_6,338542,278994,59548
2025-05-03,Product_7,669697,578122,91575
2025-05-03,Product_8,1454826,1299921,154905
2025-05-03,Product_9,206599,171180,35419
2025-05-04,Product_1,821438,730482,90956
2025-05-04,Product_10,1257906,1109467,148439
2025-05-04,Product_2,978640,853410,125230
2025-05-04,Product_3,48403,40940,7463
2025-05-04,Product_4,1110832,978151,132681
2025-05-04,Product_5,490471,436132,54339
2025-05-04,Product_6,338751,297160,41591
2025-05-04,Product_7,670059,595252,74807
2025-05-04,Product_8,1455459,1299921,155538
2025-05-04,Product_9,206738,181478,25260
2025-05-05,Product_1,830174,730482,99692
2025-05-05,Product_10,1272569,1109467,163102
2025-05-05,Product_2,991213,853410,137803
2025-05-05,Product_3,48865,40940,7925
2025-05-05,Product_4,1124609,978151,146458
2025-05-05,Product_5,495052,436132,58920
2025-05-05,Product_6,342167,297160,45007
2025-05-05,Product_7,678064,595252,82812
2025-05-05,Product_8,1472071,1299921,172150
2025-05-05,Product_9,209370,181478,27892
2025-05-06,Product_1,837530,730482,107048
2025-05-06,Product_10,1287328,1109467,177861
2025-05-06,Product_2,999203,853410,145793
2025-05-06,Product_3,49290,40940,8350
2025-05-06,Product_4,1138766,978151,160615
2025-05-06,Product_5,499609,436132,63477
2025-05-06,Product_6,346750,297160,49590
2025-05-06,Product_7,687009,595252,91757
2025-05-06,Product_8,1484042,1299921,184121
2025-05-06,Product_9,211337,181478,29859
2025-05-07,Product_1,847675,730482,117193
2025-05-07,Product_10,1303877,1109467,194410
2025-05-07,Product_2,1009656,853410,156246
2025-05-07,Product_3,49827,40940,8887
2025-05-07,Product_4,1150414,978151,172263
2025-05-07,Product_5,505232,436132,69100
2025-05-07,Product_6,350053,297160,52893
2025-05-07,Product_7,695813,595252,100561
2025-05-07,Product_8,1499697,1299921,199776
2025-05-07,Product_9,213313,181478,31835
2025-05-08,Product_1,856621,730482,126139
2025-05-08,Product_10,1318656,1109467,209189
2025-05-08,Product_2,1017369,853410,163959
2025-05-08,Product_3,50375,40940,9435
2025-05-08,Product_4,1164223,978151,186072
2025-05-08,Product_5,510370,436132,74238
2025-05-08,Product_6,353906,297160,56746
2025-05-08,Product_7,703338,595252,108086
2025-05-08,Product_8,1519054,1299921,219133
2025-05-08,Product_9,215571,181478,34093
2025-05-09,Product_1,863827,745720,118107
2025-05-09,Product_10,1335791,1109467,226324
2025-05-09,Product_2,1025892,897725,128167
2025-05-09,Product_3,50859,40940,9919
2025-05-09,Product_4,1178032,978151,199881
2025-05-09,Product_5,516460,436132,80328
2025-05-09,Product_6,357575,297160,60415
2025-05-09,Product_7,708160,595252,112908
2025-05-09,Product_8,1530620,1299921,230699
2025-05-09,Product_9,217698,181478,36220
2025-05-10,Product_1,864218,745720,118498
2025-05-10,Product_10,1336515,1109467,227048
2025-05-10,Product_2,1026553,897725,128828
2025-05-10,Product_3,50889,43208,7681
2025-05-10,Product_4,1178615,978151,200464
2025-05-10,Product_5,516767,447699,69068
2025-05-10,Product_6,357781,297160,60621
2025-05-10,Product_7,708564,595252,113312
2025-05-10,Product_8,1531274,1299921,231353
2025-05-10,Product_9,217793,181478,36315
2025-05-11,Product_1,864701,769670,95031
2025-05-11,Product_10,1337225,1180429,156796
2025-05-11,Product_2,1027175,897725,129450
2025-05-11,Product_3,50911,43208,7703
2025-05-11,Product_4,1179143,1037529,141614
2025-05-11,Product_5,517068,459404,57664
2025-05-11,Product_6,357962,313991,43971
2025-05-11,Product_7,708814,628472,80342
2025-05-11,Product_8,1531958,1365871,166087
2025-05-11,Product_9,217899,191270,26629
2025-05-12,Product_1,875078,769670,105408
2025-05-12,Product_10,1353954,1180429,173525
2025-05-12,Product_2,1036947,897725,139222
2025-05-12,Product_3,51417,43208,8209
2025-05-12,Product_4,1189579,1037529,152050
2025-05-12,Product_5,523020,459404,63616
2025-05-12,Product_6,361810,313991,47819
2025-05-12,Product_7,717946,628472,89474
2025-05-12,Product_8,1547967,1365871,182096
2025-05-12,Product_9,220012,191270,28742
2025-05-13,Product_1,887045,769670,117375
2025-05-13,Product_10,1366251,1180429,185822
2025-05-13,Product_2,1045424,897725,147699
