Client,Ship,ArrivalDate,Deadline,Product,Quantity,WindowDays,Factory,Axis,Berth,ShipSubClass,ShipDeadWeight,EffectiveLoadRate,LoadingDaysNeeded,FitsBerth,ShipCanCarry,CanLoadInTime,Feasible
Client_9,Ship_189,2025-03-25,2025-03-28,Product_8,35854,3,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_10,Ship_190,2025-03-26,2025-03-30,Product_8,41535,4,Factory_4,Axis_4,Q2A,Type_2_large,45000,23000,2,True,True,True,True
Client_8,Ship_188,2025-03-26,2025-03-30,Product_7,34167,4,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_1,Ship_181,2025-03-27,2025-03-30,Product_3,2347,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_11,Ship_191,2025-03-27,2025-03-30,Product_9,4046,3,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_13,Ship_193,2025-03-27,2025-03-30,Product_10,63873,3,Factory_5,Axis_5,Q2B,Type_3_large,69000,35000,2,True,True,True,True
Client_17,Ship_177,2025-03-27,2025-03-30,Product_1,18432,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_18,Ship_178,2025-03-27,2025-03-30,Product_1,25496,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_19,Ship_179,2025-03-27,2025-03-30,Product_2,30345,3,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_3,Ship_183,2025-03-27,2025-03-30,Product_4,33676,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_6,Ship_186,2025-03-27,2025-03-30,Product_6,10080,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_15,Ship_195,2025-03-31,2025-04-05,Product_2,18424,5,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_18,Ship_198,2025-03-31,2025-04-06,Product_4,64705,6,Factory_2,Axis_2,Q1B,Type_3_large,69000,35000,2,True,True,True,True
Client_3,Ship_203,2025-03-31,2025-04-05,Product_7,15834,5,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_6,Ship_206,2025-03-31,2025-04-05,Product_9,3739,5,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_8,Ship_208,2025-03-31,2025-04-06,Product_10,67427,6,Factory_5,Axis_5,Q2B,Type_3_large,69000,35000,2,True,True,True,True
Client_17,Ship_197,2025-04-01,2025-04-06,Product_3,2325,5,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_19,Ship_199,2025-04-01,2025-04-05,Product_5,13408,4,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_5,Ship_205,2025-04-01,2025-04-06,Product_8,71474,5,Factory_4,Axis_4,Q2A,Type_4_small,77000,47000,2,True,True,True,True
Client_2,Ship_202,2025-04-02,2025-04-05,Product_6,11388,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_20,Ship_200,2025-04-02,2025-04-05,Product_5,13130,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_4,Ship_204,2025-04-02,2025-04-06,Product_7,21287,4,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,1,True,True,True,True
Client_1,Ship_201,2025-04-03,2025-04-06,Product_6,6190,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_14,Ship_194,2025-04-03,2025-04-06,Product_1,36113,3,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_16,Ship_196,2025-04-03,2025-04-06,Product_2,23439,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_7,Ship_207,2025-04-03,2025-04-06,Product_9,6201,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_17,Ship_217,2025-04-07,2025-04-13,Product_7,22139,6,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,1,True,True,True,True
Client_18,Ship_218,2025-04-07,2025-04-11,Product_8,68971,4,Factory_4,Axis_4,Q2A,Type_3_large,69000,35000,2,True,True,True,True
Client_10,Ship_210,2025-04-08,2025-04-13,Product_2,52348,5,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_14,Ship_214,2025-04-08,2025-04-11,Product_5,23113,3,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,2,True,True,True,True
Client_16,Ship_216,2025-04-08,2025-04-13,Product_7,18115,5,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_20,Ship_220,2025-04-08,2025-04-13,Product_10,56003,5,Factory_5,Axis_5,Q2B,Type_3_medium,61000,35000,2,True,True,True,True
Client_11,Ship_211,2025-04-09,2025-04-13,Product_3,2152,4,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_12,Ship_212,2025-04-10,2025-04-13,Product_4,34070,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_13,Ship_213,2025-04-10,2025-04-13,Product_4,20203,3,Factory_2,Axis_2,Q1B,Type_1_large,21000,11000,2,True,True,True,True
Client_15,Ship_215,2025-04-10,2025-04-13,Product_6,17034,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_19,Ship_219,2025-04-10,2025-04-13,Product_9,10336,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_9,Ship_209,2025-04-10,2025-04-13,Product_1,40339,3,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_1,Ship_221,2025-04-14,2025-04-20,Product_1,37916,6,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_12,Ship_232,2025-04-14,2025-04-18,Product_8,72503,4,Factory_4,Axis_4,Q2A,Type_4_small,77000,47000,2,True,True,True,True
Client_11,Ship_231,2025-04-15,2025-04-19,Product_7,14659,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_2,Ship_222,2025-04-15,2025-04-19,Product_2,49177,4,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_4,Ship_224,2025-04-15,2025-04-18,Product_4,28350,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_5,Ship_225,2025-04-15,2025-04-18,Product_4,28064,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_7,Ship_227,2025-04-15,2025-04-19,Product_5,11272,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_9,Ship_229,2025-04-15,2025-04-19,Product_6,6984,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_10,Ship_230,2025-04-16,2025-04-19,Product_7,14274,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_16,Ship_236,2025-04-16,2025-04-19,Product_10,36961,3,Factory_5,Axis_5,Q2B,Type_2_medium,37000,23000,2,True,True,True,True
Client_3,Ship_223,2025-04-16,2025-04-20,Product_3,2664,4,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_6,Ship_226,2025-04-16,2025-04-19,Product_5,12980,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_8,Ship_228,2025-04-16,2025-04-19,Product_6,9981,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_13,Ship_233,2025-04-17,2025-04-20,Product_9,6205,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_14,Ship_234,2025-04-17,2025-04-20,Product_9,4168,3,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_15,Ship_235,2025-04-17,2025-04-20,Product_10,24066,3,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_10,Ship_250,2025-04-21,2025-04-27,Product_10,37107,6,Factory_5,Axis_5,Q2B,Type_2_large,45000,23000,2,True,True,True,True
Client_18,Ship_238,2025-04-21,2025-04-27,Product_2,34686,6,Factory_1,Axis_1,Q1A,Type_2_medium,37000,23000,2,True,True,True,True
Client_6,Ship_246,2025-04-21,2025-04-25,Product_7,14788,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_8,Ship_248,2025-04-21,2025-04-25,Product_8,78868,4,Factory_4,Axis_4,Q2A,Type_4_medium,85000,47000,2,True,True,True,True
Client_9,Ship_249,2025-04-21,2025-04-25,Product_9,10916,4,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_1,Ship_241,2025-04-22,2025-04-25,Product_4,20067,3,Factory_2,Axis_2,Q1B,Type_1_large,21000,11000,2,True,True,True,True
Client_11,Ship_251,2025-04-22,2025-04-25,Product_10,26312,3,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_17,Ship_237,2025-04-22,2025-04-27,Product_1,43594,5,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_20,Ship_240,2025-04-22,2025-04-26,Product_3,2651,4,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_3,Ship_243,2025-04-22,2025-04-25,Product_5,15316,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_4,Ship_244,2025-04-22,2025-04-26,Product_5,11240,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_2,Ship_242,2025-04-23,2025-04-26,Product_4,29334,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_19,Ship_239,2025-04-24,2025-04-27,Product_2,18786,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_5,Ship_245,2025-04-24,2025-04-27,Product_6,14907,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_247,2025-04-24,2025-04-27,Product_7,23264,3,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,2,True,True,True,True
Client_1,Ship_261,2025-04-28,2025-05-01,Product_7,17175,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_13,Ship_253,2025-04-28,2025-05-01,Product_1,28618,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_17,Ship_257,2025-04-28,2025-05-01,Product_4,22301,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,1,True,True,True,True
Client_2,Ship_262,2025-04-28,2025-05-03,Product_8,76884,5,Factory_4,Axis_4,Q2A,Type_4_small,77000,47000,2,True,True,True,True
Client_15,Ship_255,2025-04-29,2025-05-04,Product_3,2603,5,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_20,Ship_260,2025-04-29,2025-05-04,Product_7,17130,5,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_4,Ship_264,2025-04-29,2025-05-03,Product_10,60622,4,Factory_5,Axis_5,Q2B,Type_3_medium,61000,35000,2,True,True,True,True
Client_18,Ship_258,2025-04-30,2025-05-04,Product_5,22927,4,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,1,True,True,True,True
Client_12,Ship_252,2025-05-01,2025-05-04,Product_1,17135,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_14,Ship_254,2025-05-01,2025-05-04,Product_2,50624,3,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_16,Ship_256,2025-05-01,2025-05-04,Product_4,38825,3,Factory_2,Axis_2,Q1B,Type_2_large,45000,23000,2,True,True,True,True
Client_19,Ship_259,2025-05-01,2025-05-04,Product_6,18166,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_3,Ship_263,2025-05-01,2025-05-04,Product_9,10298,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_12,Ship_272,2025-05-05,2025-05-10,Product_5,11567,5,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_7,Ship_267,2025-05-05,2025-05-09,Product_2,44315,4,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_6,Ship_266,2025-05-06,2025-05-09,Product_1,15238,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_13,Ship_273,2025-05-07,2025-05-11,Product_6,8757,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_14,Ship_274,2025-05-07,2025-05-11,Product_6,8074,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_15,Ship_275,2025-05-07,2025-05-11,Product_7,33220,4,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_17,Ship_277,2025-05-07,2025-05-11,Product_9,9792,4,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_8,Ship_268,2025-05-07,2025-05-10,Product_3,2268,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_10,Ship_270,2025-05-08,2025-05-11,Product_4,30701,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_11,Ship_271,2025-05-08,2025-05-11,Product_5,11705,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_16,Ship_276,2025-05-08,2025-05-11,Product_8,65950,3,Factory_4,Axis_4,Q2A,Type_3_large,69000,35000,2,True,True,True,True
Client_18,Ship_278,2025-05-08,2025-05-11,Product_10,70962,3,Factory_5,Axis_5,Q2B,Type_4_small,77000,47000,2,True,True,True,True
Client_5,Ship_265,2025-05-08,2025-05-11,Product_1,23950,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_9,Ship_269,2025-05-08,2025-05-11,Product_4,28677,3,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_1,Ship_281,2025-05-12,2025-05-15,Product_2,22784,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,1,True,True,True,True
Client_11,Ship_291,2025-05-12,2025-05-17,Product_8,37951,5,Factory_4,Axis_4,Q2A,Type_2_large,45000,23000,2,True,True,True,True
Client_13,Ship_293,2025-05-13,2025-05-17,Product_9,4761,4,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_19,Ship_279,2025-05-13,2025-05-17,Product_1,47094,4,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_2,Ship_282,2025-05-13,2025-05-18,Product_3,2279,5,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_5,Ship_285,2025-05-13,2025-05-16,Product_5,10678,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_12,Ship_292,2025-05-14,2025-05-17,Product_9,5142,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_20,Ship_280,2025-05-14,2025-05-18,Product_2,20962,4,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_3,Ship_283,2025-05-14,2025-05-17,Product_4,52683,3,Factory_2,Axis_2,Q1B,Type_3_small,53000,35000,2,True,True,True,True
Client_6,Ship_286,2025-05-14,2025-05-18,Product_6,10642,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_8,Ship_288,2025-05-14,2025-05-18,Product_7,14312,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_10,Ship_290,2025-05-15,2025-05-18,Product_8,37845,3,Factory_4,Axis_4,Q2A,Type_2_large,45000,23000,2,True,True,True,True
Client_14,Ship_294,2025-05-15,2025-05-18,Product_10,71734,3,Factory_5,Axis_5,Q2B,Type_4_small,77000,47000,2,True,True,True,True
Client_4,Ship_284,2025-05-15,2025-05-18,Product_5,16174,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_287,2025-05-15,2025-05-18,Product_6,7600,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_9,Ship_289,2025-05-15,2025-05-18,Product_7,20622,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_1,Ship_301,2025-05-19,2025-05-25,Product_6,7200,6,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_18,Ship_298,2025-05-19,2025-05-24,Product_3,2051,5,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_4,Ship_304,2025-05-19,2025-05-23,Product_7,17672,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_307,2025-05-19,2025-05-25,Product_9,4008,6,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_8,Ship_308,2025-05-19,2025-05-24,Product_10,64531,5,Factory_5,Axis_5,Q2B,Type_3_large,69000,35000,2,True,True,True,True
Client_15,Ship_295,2025-05-20,2025-05-23,Product_1,26566,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,2,True,True,True,True
Client_17,Ship_297,2025-05-20,2025-05-24,Product_2,47699,4,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_20,Ship_300,2025-05-20,2025-05-24,Product_5,27092,4,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,2,True,True,True,True
Client_3,Ship_303,2025-05-20,2025-05-25,Product_7,20779,5,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_19,Ship_299,2025-05-21,2025-05-24,Product_4,61508,3,Factory_2,Axis_2,Q1B,Type_3_large,69000,35000,2,True,True,True,True
Client_6,Ship_306,2025-05-21,2025-05-24,Product_9,6636,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_16,Ship_296,2025-05-22,2025-05-25,Product_1,14568,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_2,Ship_302,2025-05-22,2025-05-25,Product_6,12267,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_5,Ship_305,2025-05-22,2025-05-25,Product_8,74864,3,Factory_4,Axis_4,Q2A,Type_4_small,77000,47000,2,True,True,True,True
Client_10,Ship_310,2025-05-26,2025-05-29,Product_1,16484,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_11,Ship_311,2025-05-26,2025-06-01,Product_2,51680,6,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_2,Ship_322,2025-05-26,2025-05-30,Product_9,4694,4,Factory_5,Axis_5,Q2B,Type_1_small,5000,11000,1,True,True,True,True
Client_20,Ship_320,2025-05-26,2025-05-31,Product_8,41074,5,Factory_4,Axis_4,Q2A,Type_2_large,45000,23000,2,True,True,True,True
Client_13,Ship_313,2025-05-27,2025-06-01,Product_4,51012,5,Factory_2,Axis_2,Q1B,Type_3_small,53000,35000,2,True,True,True,True
Client_14,Ship_314,2025-05-27,2025-05-31,Product_5,25815,4,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,2,True,True,True,True
Client_17,Ship_317,2025-05-27,2025-05-31,Product_7,13084,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_18,Ship_318,2025-05-27,2025-05-30,Product_7,18049,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_19,Ship_319,2025-05-27,2025-05-30,Product_8,24683,3,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,2,True,True,True,True
Client_4,Ship_324,2025-05-28,2025-05-31,Product_10,42424,3,Factory_5,Axis_5,Q2B,Type_2_large,45000,23000,2,True,True,True,True
Client_9,Ship_309,2025-05-28,2025-05-31,Product_1,22690,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,1,True,True,True,True
Client_1,Ship_321,2025-05-29,2025-06-01,Product_9,5419,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_12,Ship_312,2025-05-29,2025-06-01,Product_3,2265,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_15,Ship_315,2025-05-29,2025-06-01,Product_6,8411,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_16,Ship_316,2025-05-29,2025-06-01,Product_6,9504,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_3,Ship_323,2025-05-29,2025-06-01,Product_10,25378,3,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_13,Ship_333,2025-06-02,2025-06-05,Product_7,16504,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_14,Ship_334,2025-06-02,2025-06-05,Product_7,20413,3,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_327,2025-06-02,2025-06-07,Product_2,49740,5,Factory_1,Axis_1,Q1A,Type_3_small,53000,35000,2,True,True,True,True
Client_12,Ship_332,2025-06-03,2025-06-08,Product_6,7419,5,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_16,Ship_336,2025-06-03,2025-06-08,Product_9,9411,5,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_6,Ship_326,2025-06-03,2025-06-08,Product_1,16938,5,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_8,Ship_328,2025-06-03,2025-06-07,Product_4,25864,4,Factory_2,Axis_2,Q1B,Type_2_small,29000,23000,2,True,True,True,True
Client_17,Ship_337,2025-06-04,2025-06-08,Product_10,43124,4,Factory_5,Axis_5,Q2B,Type_2_large,45000,23000,2,True,True,True,True
Client_10,Ship_330,2025-06-05,2025-06-08,Product_5,25653,3,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,2,True,True,True,True
Client_11,Ship_331,2025-06-05,2025-06-08,Product_6,9146,3,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
Client_15,Ship_335,2025-06-05,2025-06-08,Product_8,66406,3,Factory_4,Axis_4,Q2A,Type_3_large,69000,35000,2,True,True,True,True
Client_18,Ship_338,2025-06-05,2025-06-08,Product_10,23683,3,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_5,Ship_325,2025-06-05,2025-06-08,Product_1,21292,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,1,True,True,True,True
Client_9,Ship_329,2025-06-05,2025-06-08,Product_4,31363,3,Factory_2,Axis_2,Q1B,Type_2_medium,37000,23000,2,True,True,True,True
Client_11,Ship_351,2025-06-09,2025-06-14,Product_10,70540,5,Factory_5,Axis_5,Q2B,Type_4_small,77000,47000,2,True,True,True,True
Client_6,Ship_346,2025-06-09,2025-06-13,Product_7,15532,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_7,Ship_347,2025-06-09,2025-06-13,Product_7,17411,4,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_3,Ship_343,2025-06-10,2025-06-15,Product_4,57274,5,Factory_2,Axis_2,Q1B,Type_3_medium,61000,35000,2,True,True,True,True
Client_8,Ship_348,2025-06-10,2025-06-14,Product_8,33531,4,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_9,Ship_349,2025-06-10,2025-06-15,Product_8,36943,5,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_1,Ship_341,2025-06-11,2025-06-15,Product_2,43786,4,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_10,Ship_350,2025-06-11,2025-06-15,Product_9,10167,4,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_4,Ship_344,2025-06-11,2025-06-15,Product_5,25926,4,Factory_3,Axis_3,Q1C,Type_2_small,29000,23000,2,True,True,True,True
Client_19,Ship_339,2025-06-12,2025-06-15,Product_1,22822,3,Factory_1,Axis_1,Q1A,Type_2_small,29000,23000,1,True,True,True,True
Client_2,Ship_342,2025-06-12,2025-06-15,Product_3,2300,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_20,Ship_340,2025-06-12,2025-06-15,Product_1,16016,3,Factory_1,Axis_1,Q1A,Type_1_large,21000,11000,2,True,True,True,True
Client_5,Ship_345,2025-06-12,2025-06-15,Product_6,18495,3,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_15,Ship_355,2025-06-16,2025-06-19,Product_4,61668,3,Factory_2,Axis_2,Q1B,Type_3_large,69000,35000,2,True,True,True,True
Client_17,Ship_357,2025-06-16,2025-06-21,Product_5,12547,5,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_18,Ship_358,2025-06-16,2025-06-21,Product_6,17821,5,Factory_3,Axis_3,Q1C,Type_1_large,21000,11000,2,True,True,True,True
Client_2,Ship_362,2025-06-16,2025-06-22,Product_8,29337,6,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_19,Ship_359,2025-06-17,2025-06-22,Product_7,15405,5,Factory_4,Axis_4,Q2A,Type_1_large,21000,11000,2,True,True,True,True
Client_20,Ship_360,2025-06-17,2025-06-21,Product_7,21214,4,Factory_4,Axis_4,Q2A,Type_2_small,29000,23000,1,True,True,True,True
Client_5,Ship_365,2025-06-17,2025-06-21,Product_10,34426,4,Factory_5,Axis_5,Q2B,Type_2_medium,37000,23000,2,True,True,True,True
Client_1,Ship_361,2025-06-18,2025-06-22,Product_8,34757,4,Factory_4,Axis_4,Q2A,Type_2_medium,37000,23000,2,True,True,True,True
Client_12,Ship_352,2025-06-18,2025-06-22,Product_1,37138,4,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_14,Ship_354,2025-06-18,2025-06-21,Product_3,2501,3,Factory_2,Axis_2,Q1B,Type_1_small,5000,11000,1,True,True,True,True
Client_16,Ship_356,2025-06-18,2025-06-22,Product_5,12484,4,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,2,True,True,True,True
Client_13,Ship_353,2025-06-19,2025-06-22,Product_2,40776,3,Factory_1,Axis_1,Q1A,Type_2_large,45000,23000,2,True,True,True,True
Client_3,Ship_363,2025-06-19,2025-06-22,Product_9,10680,3,Factory_5,Axis_5,Q2B,Type_1_medium,13000,11000,1,True,True,True,True
Client_4,Ship_364,2025-06-19,2025-06-22,Product_10,24293,3,Factory_5,Axis_5,Q2B,Type_2_small,29000,23000,2,True,True,True,True
Client_12,Ship_372,2025-06-23,2025-06-29,Product_5,8568,6,Factory_3,Axis_3,Q1C,Type_1_medium,13000,11000,1,True,True,True,True
